tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.22929013,-3.26503897,-2.02774906,-0.852014422,-1.30378616,0.4247998,5.38367271,-2.40918875,2.17162299,3.2217958,5.88445711,-1.70280981,-1.20756626,1.255,5.90585899,-1.4708904,0.178875238,1.07738268,2.87269974,4.12796879,18,0,1
0.01,1,1.22887957,-3.26519895,-2.02750349,-0.852068067,-1.30369759,0.424950868,5.38365173,-2.40918994,2.17174268,3.2222662,5.88442421,-1.7031821,-1.20746899,1.25497055,5.90595865,-1.47108269,0.178969488,1.07742667,2.87292075,4.12811899,18,0,1
0.01,2,1.22849262,-3.26529789,-2.02734351,-0.852117896,-1.30365288,0.425127059,5.38359976,-2.40929317,2.17183733,3.22276616,5.88433552,-1.70364785,-1.20726037,1.25500107,5.90604162,-1.47119725,0.179083169,1.07751381,2.87313914,4.12825346,18,0,1
0.01,3,1.22817922,-3.2653091,-2.0273962,-0.852163613,-1.30371952,0.425261557,5.38354921,-2.4095242,2.17188692,3.22322369,5.88415194,-1.70422733,-1.20688915,1.25511491,5.90610313,-1.47114456,0.179239079,1.07767141,2.87330031,4.12833548,18,0,1
0.01,4,1.22778928,-3.26540399,-2.02726221,-0.852218986,-1.30369616,0.425418854,5.38350439,-2.40963745,2.17197442,3.22369933,5.88404942,-1.70470297,-1.20666206,1.25514841,5.90618515,-1.47124481,0.179358855,1.07775748,2.87350297,4.12846899,18,0,1
0.01,5,1.22736657,-3.26557922,-2.02697158,-0.852268875,-1.30357885,0.425592899,5.38347006,-2.40961909,2.17210412,3.22420645,5.88402557,-1.70508599,-1.20657957,1.25509536,5.90629387,-1.47147715,0.179439798,1.07778549,2.87374234,4.12863016,18,0,1
0.01,6,1.22698331,-3.26566839,-2.02684069,-0.852319777,-1.30355191,0.425750554,5.38342333,-2.40972733,2.17219472,3.22468972,5.8839221,-1.70556498,-1.20635808,1.25512218,5.90637875,-1.47156906,0.179557756,1.07787752,2.87395,4.12875748,18,0,1
0.01,7,1.22665298,-3.26569104,-2.02685952,-0.852368593,-1.30360293,0.425893307,5.38337469,-2.40994525,2.17224813,3.22513986,5.88376045,-1.70611274,-1.20601153,1.25523365,5.90644026,-1.4715426,0.17971088,1.0780282,2.87412381,4.12884998,18,0,1
0.01,8,1.22631919,-3.26570177,-2.02687764,-0.852414846,-1.30365276,0.426041633,5.38331985,-2.41016483,2.17230105,3.22561336,5.88358831,-1.70667791,-1.20565248,1.2553544,5.90649605,-1.471524,0.17987068,1.07818317,2.87430453,4.12894249,18,0,1
0.01,9,1.22588027,-3.26591253,-2.0265317,-0.852470756,-1.30351162,0.426219076,5.38329077,-2.410115,2.17244077,3.22611141,5.88359594,-1.70701063,-1.20562184,1.25528479,5.90660715,-1.47179389,0.179941222,1.07818913,2.87454462,4.12911797,18,0,1
0.01,10,1.22548878,-3.26600266,-2.02639699,-0.852522492,-1.30348361,0.426378638,5.38324261,-2.41022277,2.17253208,3.22659969,5.88349152,-1.70749044,-1.20539975,1.2553128,5.90669012,-1.47188866,0.180059239,1.07828164,2.87475681,4.12924671,18,0,1
