tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.53327465,-3.29476976,-2.22359228,-0.787977755,-1.33725941,0.392323077,5.45509863,-2.44050407,2.11889815,3.17174792,6.00712633,-1.54626703,-1.00945914,1.66135693,5.77136469,-1.60136628,0.285708964,1.18058181,2.85793614,4.09207249,11,0,1
0.01,1,1.48669207,-3.31170106,-2.20528746,-0.797318578,-1.33469784,0.414314449,5.44907475,-2.45623302,2.13129663,3.23514462,5.99553347,-1.60627747,-0.982046187,1.67060196,5.77908039,-1.61668682,0.30184418,1.19381046,2.8845408,4.10988092,11,0,1
0.01,2,1.43973505,-3.32706785,-2.18851495,-0.804142773,-1.3316195,0.433505118,5.44399166,-2.47047615,2.14314961,3.29602814,5.98326349,-1.66429019,-0.95488131,1.6801672,5.78684521,-1.63187885,0.318109751,1.20728946,2.91119623,4.12708235,11,0,1
0.01,3,1.39221251,-3.3421998,-2.17140841,-0.812050223,-1.32888627,0.454098731,5.43797731,-2.48589277,2.15451694,3.35803318,5.96981239,-1.72333026,-0.92711997,1.69026852,5.79422903,-1.64717245,0.334449142,1.22091997,2.93799472,4.14395761,11,0,1
0.01,4,1.34420967,-3.3568821,-2.15440321,-0.820386946,-1.32639956,0.47519812,5.43142939,-2.50193477,2.16538548,3.42041826,5.95526314,-1.78281951,-0.898926616,1.70085955,5.80133343,-1.66253817,0.350865573,1.23472548,2.96493077,4.16045141,11,0,1
0.01,5,1.29572308,-3.37103176,-2.13771629,-0.828895986,-1.32418168,0.496382117,5.42448092,-2.51840138,2.17573786,3.48301411,5.93955851,-1.84265447,-0.870311856,1.71190155,5.80819511,-1.67795682,0.367353827,1.24865246,2.99193001,4.17653322,11,0,1
0.01,6,1.24685037,-3.38393116,-2.12163067,-0.835945249,-1.3213191,0.516696036,5.41769981,-2.53445363,2.18556237,3.54409695,5.92317533,-1.90120173,-0.841868758,1.72339857,5.81490803,-1.69338596,0.383975595,1.26287735,3.01906991,4.19204807,11,0,1
0.01,7,1.19772291,-3.39525652,-2.10666418,-0.840644002,-1.31751597,0.535164654,5.41152906,-2.54945183,2.19492579,3.60290003,5.90634489,-1.95778286,-0.813974202,1.7350632,5.82169437,-1.70861602,0.400648087,1.27730703,3.0462091,4.20690346,11,0,1
0.01,8,1.14769423,-3.40864515,-2.09003401,-0.851992846,-1.31699908,0.558693051,5.40239811,-2.56865501,2.2036097,3.66797185,5.88681602,-2.02019668,-0.783607006,1.74787533,5.82744026,-1.72440374,0.417400241,1.29174745,3.07363367,4.22188377,11,0,1
0.01,9,1.09752393,-3.41946864,-2.07473564,-0.858656824,-1.31409431,0.579419017,5.39446354,-2.58585119,2.21186256,3.72862911,5.86736822,-2.07861161,-0.754538476,1.76077855,5.83342934,-1.73995423,0.434240103,1.30656099,3.10111117,4.23598385,11,0,1
0.01,10,1.0471338,-3.42889524,-2.06000209,-0.863422692,-1.31012428,0.59933275,5.38676929,-2.60250592,2.21965504,3.7874434,5.84749222,-2.13537931,-0.725993335,1.77393806,5.83937979,-1.75539196,0.451128632,1.32163477,3.12863255,4.24941111,11,0,1
