dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,converged
0.5,0,2.72884655,3.13332009,3.42823076,2.61394119,2.4516871,3.19732404,3.33824825,2.47463799,2.73460484,3.44360399,2.94402885,2.5508287,3.19991684,3.25738287,2.66575766,2.89122558,3.17719722,2.69992447,2.4824717,2.61238384,1
0.5,1,2.72894192,3.13340378,3.42829514,2.61400437,2.45177865,3.19741893,3.33831334,2.47470164,2.73469853,3.44369388,2.94408941,2.55090237,3.20001006,3.25745702,2.66581774,2.89130616,3.17727637,2.69998503,2.48254395,2.61247706,1
0.5,2,2.72904158,3.13348818,3.42835569,2.61406779,2.45187235,3.19751239,3.33837724,2.47476554,2.73479247,3.44378233,2.94414973,2.55097723,3.20010519,3.25753069,2.66587734,2.89138556,3.17735672,2.70004463,2.48261571,2.61257219,1
0.5,3,2.7291379,3.13357306,3.42841983,2.61412954,2.45196271,3.19760704,3.33844399,2.4748292,2.73488593,3.44387293,2.9442091,2.55104947,3.2001996,3.25760555,2.66593695,2.89146686,3.17743778,2.700104,2.48268533,2.61266541,1
0.5,4,2.72923613,3.13365722,3.42848206,2.6141932,2.45205665,3.19770122,3.33850718,2.47489285,2.73498058,3.44396234,2.94426894,2.55112338,3.20029259,3.25767899,2.66599774,2.8915472,3.17751694,2.7001636,2.48275781,2.61276031,1
0.5,5,2.72933245,3.13374186,3.42854691,2.61425614,2.45214701,3.19779587,3.33857346,2.47495627,2.73507357,3.44405198,2.94432926,2.55119753,3.20038795,3.25775266,2.66605616,2.89162779,3.177598,2.70022297,2.4828279,2.61285305,1
0.5,6,2.72943115,3.13382578,3.42860818,2.61431861,2.45223927,3.1978898,3.33863926,2.47502089,2.73516703,3.44414043,2.94438982,2.55127215,3.20048237,3.25782633,2.66611576,2.89170814,3.17767811,2.70028305,2.48289895,2.61294866,1
0.5,7,2.72952843,3.1339097,3.42867088,2.61438227,2.45233154,3.19798374,3.33870339,2.4750843,2.73526096,3.44423008,2.94444895,2.55134535,3.20057631,3.2579,2.66617513,2.89178872,3.17775869,2.70034289,2.48297119,2.61304259,1
0.5,8,2.72962618,3.13399482,3.42873383,2.61444497,2.45242453,3.19807816,3.33876753,2.47514749,2.73535538,3.44432068,2.94450903,2.55141854,3.20067024,3.25797558,2.66623473,2.89186716,3.17783856,2.70040369,2.483042,2.61313581,1
0.5,9,2.72972202,3.1340785,3.42879891,2.61450768,2.45251417,3.19817209,3.338835,2.47521138,2.73544693,3.44440985,2.94457126,2.55149269,3.20076323,3.25804853,2.66629624,2.89194918,3.1779182,2.70046258,2.48311377,2.61323047,1
0.5,10,2.72982168,3.13416433,3.42886019,2.6145699,2.45260811,3.19826674,3.33889842,2.47527552,2.73554254,3.44449878,2.94462895,2.55156636,3.20085955,3.25812316,2.66635466,2.89202929,3.17799902,2.70052147,2.48318315,2.6133244,1
0.5,11,2.72991824,3.13424826,3.42892408,2.61463237,2.45269918,3.19836116,3.33896399,2.4753387,2.73563576,3.44458914,2.94468904,2.55164027,3.20095348,3.25819755,2.66641331,2.89210916,3.17807961,2.7005825,2.48325562,2.61341834,1
0.5,12,2.73001766,3.13433218,3.42898512,2.61469722,2.45279217,3.19845414,3.33902884,2.47540402,2.73573017,3.44467831,2.94474983,2.55171466,3.20104742,3.25827026,2.66647291,2.89219046,3.17815948,2.7006402,2.48332572,2.6135149,1
0.5,13,2.73011303,3.13441515,3.42904973,2.61476016,2.45288253,3.19854784,3.33909464,2.47546864,2.73582387,3.44476748,2.94480944,2.55178833,3.20114183,3.25834417,2.66653299,2.89227057,3.17823935,2.70070028,2.48339844,2.6136086,1
0.5,14,2.73021126,3.13450146,3.42911196,2.61482263,2.45297551,3.19864273,3.3391583,2.47553134,2.73591757,3.4448576,2.94486928,2.55186248,3.20123649,3.25841856,2.6665926,2.89235091,3.17832017,2.70076084,2.48346829,2.61370134,1
0.5,15,2.73030806,3.1345849,3.4291749,2.61488461,2.45306706,3.1987381,3.33922577,2.47559452,2.73601007,3.44494629,2.94492984,2.55193591,3.2013309,3.25849342,2.66665196,2.89243078,3.17840004,2.70082092,2.4835403,2.61379552,1
0.5,16,2.73040605,3.13467002,3.42923832,2.61494732,2.45315862,3.19883204,3.33928967,2.4756577,2.73610353,3.44503689,2.94499135,2.55200982,3.20142412,3.25856686,2.66671228,2.89251137,3.1784811,2.700881,2.48361182,2.61388969,1
0.5,17,2.73050261,3.13475275,3.42930079,2.61501169,2.45325136,3.19892597,3.33935547,2.47572279,2.73619771,3.4451251,2.94504976,2.55208397,3.20151877,3.25863981,2.66677094,2.89259195,3.17856169,2.70094061,2.48368335,2.61398458,1
0.5,18,2.73060179,3.13483667,3.42936325,2.61507535,2.45334458,3.19901943,3.33941913,2.47578597,2.73629212,3.44521618,2.94510984,2.55215716,3.20161343,3.2587142,2.66683054,2.89267206,3.17864132,2.70099878,2.4837544,2.61407995,1
0.5,19,2.73069954,3.13492179,3.42942619,2.61513734,2.45343542,3.19911385,3.33948493,2.47585106,2.73638535,3.44530439,2.94516969,2.55223155,3.20170736,3.25878835,2.66688967,2.89275217,3.1787219,2.7010591,2.48382545,2.61417389,1
0.5,20,2.7307961,3.13500547,3.42948914,2.61520076,2.45352721,3.19920826,3.3395505,2.47591281,2.73647833,3.44539452,2.94523072,2.55230522,3.20180178,3.25886345,2.66695023,2.89283228,3.17880154,2.70111918,2.48389649,2.61426806,1
0.5,21,2.73089385,3.13508987,3.4295516,2.61526418,2.45361972,3.19930291,3.33961535,2.47597742,2.7365725,3.44548416,2.94529009,2.55237842,3.20189667,3.25893784,2.66700888,2.89291143,3.17888165,2.70117903,2.48396826,2.614362,1
0.5,22,2.73099113,3.13517475,3.4296155,2.61532664,2.45371079,3.19939661,3.33968067,2.47604203,2.73666573,3.44557285,2.94535065,2.55245304,3.20198965,3.25901031,2.66706944,2.89299369,3.17896175,2.70123816,2.48403907,2.61445689,1
0.5,23,2.7310884,3.1352582,3.42967796,2.61538911,2.4538033,3.19949198,3.33974576,2.47610378,2.73675942,3.44566393,2.94541073,2.552526,3.2020843,3.25908566,2.66712809,2.89307356,3.17904282,2.70129824,2.48411012,2.61455059,1
0.5,24,2.73118567,3.13534307,3.42974138,2.615453,2.45389581,3.19958544,3.33981037,2.47616792,2.73685312,3.4457531,2.94547153,2.55260038,3.20217848,3.25915861,2.66718745,2.89315343,3.17912292,2.70135903,2.4841814,2.61464429,1
0.5,25,2.73128366,3.13542795,3.42980433,2.61551476,2.45398712,3.19967985,3.33987546,2.47623253,2.73694754,3.4458425,2.94553065,2.55267382,3.20227289,3.25923276,2.66724777,2.89323378,3.17920256,2.70141864,2.48425317,2.61473823,1
0.5,26,2.73137999,3.13551092,3.42986798,2.61557841,2.45407772,3.19977331,3.3399415,2.47629619,2.73704052,3.44593239,2.94559097,2.5527482,3.20236707,3.25930643,2.66730762,2.89331532,3.17928314,2.70147705,2.48432469,2.61483359,1
0.5,27,2.73147869,3.13559532,3.42992973,2.61564231,2.45417237,3.19986725,3.34000564,2.4763608,2.7371347,3.44602013,2.94565082,2.55282331,3.2024622,3.2593801,2.66736698,2.89339542,3.1793623,2.70153642,2.48439598,2.61492801,1
0.5,28,2.73157525,3.1356802,3.42999387,2.61570501,2.4542625,3.19996166,3.3400712,2.47642422,2.73722768,3.44610977,2.94571042,2.55289626,3.20255613,3.25945473,2.66742659,2.89347601,3.17944431,2.70159745,2.48446584,2.61502028,1
0.5,29,2.73167396,3.13576388,3.43005466,2.61576796,2.45435619,3.20005608,3.34013605,2.4764874,2.73732138,3.44620085,2.94577193,2.55296922,3.20264912,3.25952864,2.66748691,2.89355588,3.17952347,2.70165658,2.48453808,2.61511636,1
0.5,30,2.73177004,3.13584805,3.43011951,2.61583042,2.45444727,3.20015097,3.34020209,2.47655034,2.73741484,3.44629049,2.94583154,2.55304313,3.20274401,3.25960255,2.66754603,2.89363718,3.17960405,2.70171499,2.48460913,2.61521053,1
0.5,31,2.73186779,3.13593245,3.43018246,2.61589408,2.4545393,3.2002449,3.3402667,2.47661543,2.73750854,3.44637918,2.94589067,2.55311775,3.20283937,3.25967693,2.66760492,2.89371634,3.17968464,2.7017765,2.48468018,2.61530399,1
0.5,32,2.73196554,3.13601565,3.43024445,2.61595821,2.45463204,3.20033813,3.34033251,2.4766798,2.73760223,3.44646788,2.9459517,2.55319214,3.20293236,3.25974989,2.66766548,2.89379716,3.17976451,2.70183539,2.48475194,2.61539888,1
0.5,33,2.73206306,3.1361022,3.43030787,2.61601853,2.45472336,3.20043302,3.34039688,2.47674322,2.73769665,3.44655776,2.94601154,2.55326581,3.20302701,3.25982428,2.66772532,2.89387703,3.17984438,2.70189524,2.48482323,2.61549211,1
0.5,34,2.73215985,3.13618541,3.43037081,2.61608267,2.45481467,3.20052719,3.34046268,2.47680688,2.73778963,3.44664764,2.94607115,2.55333829,3.20312119,3.25989938,2.66778469,2.8939569,3.17992496,2.70195556,2.48489451,2.61558652,1
