dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,converged
0.5,0,2.4441483,3.13952971,3.71752691,2.65867996,2.17242122,3.16727805,3.44798517,2.43219352,2.62418699,3.42569232,2.95899558,2.53216815,3.15171671,3.24333715,2.72652698,2.93011379,3.19228721,2.77428198,2.50167489,2.35388613,1
0.5,1,2.45546675,3.15093541,3.72749281,2.66670632,2.18297505,3.17939973,3.45723701,2.44050336,2.63558865,3.43711424,2.96739602,2.54180336,3.16341829,3.2530694,2.73506618,2.94060302,3.20251393,2.78254819,2.51085854,2.36447191,1
0.5,2,2.46678019,3.1623311,3.73745465,2.67474127,2.19353366,3.19151688,3.46648312,2.44882035,2.64699507,3.44852829,2.97579193,2.55144715,3.17512131,3.26279092,2.74360466,2.95109797,3.2127378,2.79081154,2.52005005,2.37506461,1
0.5,3,2.47808838,3.17372012,3.7474134,2.68278241,2.20409703,3.20362949,3.47572112,2.45714474,2.65840864,3.45993328,2.98418236,2.56109953,3.18682551,3.27250195,2.75214434,2.96159983,3.22295666,2.79907203,2.52925205,2.38566351,1
0.5,4,2.48939133,3.18510008,3.75736952,2.69083118,2.21466446,3.21573734,3.48495197,2.46547556,2.66982746,3.4713316,2.99256849,2.57076001,3.1985302,3.2822032,2.76068568,2.97210789,3.23317194,2.80732989,2.53846288,2.39626884,1
0.5,5,2.50059128,3.19661927,3.76738095,2.69868827,2.22524357,3.2279954,3.49411893,2.47371054,2.68134451,3.48274946,3.00086689,2.58047533,3.21026897,3.29182434,2.76927376,2.98268032,3.24328852,2.81558728,2.54778123,2.40677524,1
0.5,6,2.51188445,3.20798206,3.77733088,2.70675397,2.23582006,3.24009204,3.50333595,2.48205662,2.69277525,3.49413109,3.00924349,2.59015274,3.22197533,3.30150366,2.7778151,2.99320173,3.25349712,2.82383919,2.5570097,2.4173944,1
0.5,7,2.52317309,3.21933818,3.7872777,2.71482587,2.24640107,3.25218534,3.51254654,2.4904089,2.70421171,3.5055058,3.01761532,2.59983611,3.23368359,3.31117535,2.78635788,3.00372839,3.26370215,2.83208942,2.56624508,2.42801785,1
0.5,8,2.5344553,3.23068595,3.79722285,2.72290397,2.25698519,3.26427317,3.5217514,2.49876928,2.71565342,3.51687098,3.02598214,2.60952973,3.24539113,3.32083511,2.7949028,3.01426315,3.27390194,2.84033704,2.57549262,2.43864822,1
0.5,9,2.54573202,3.24202633,3.80716562,2.73099017,2.26757431,3.27635646,3.53094912,2.50713634,2.72710061,3.52822852,3.03434563,2.61923099,3.25709891,3.33048487,2.80344915,3.02480364,3.28409672,2.84858179,2.58474851,2.44928384,1
