tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.53419948,-3.30055285,-2.23932719,-0.783053279,-1.33889222,0.394717515,5.46254921,-2.45135236,2.13569689,3.13027954,6.03539753,-1.49891222,-1.07061732,1.61568415,5.78564978,-1.58361626,0.277571172,1.17026222,2.83792353,4.07611227,6,1,1
0.01,1,1.4814707,-3.31090379,-2.21778131,-0.783486724,-1.33106184,0.436234474,5.43901825,-2.48844051,2.14638567,3.22070551,6.01041651,-1.59334397,-1.01979637,1.6274153,5.79334831,-1.59969413,0.292614579,1.18500066,2.87120581,4.09744406,6,1,1
0.01,2,1.43945229,-3.33074951,-2.20355058,-0.794556856,-1.33013141,0.441756248,5.44676495,-2.48707414,2.16020751,3.26037431,6.01030302,-1.62541151,-1.01146364,1.6319176,5.80248833,-1.613114,0.309347093,1.19715524,2.89237189,4.11159897,6,1,1
0.01,3,1.39304829,-3.34668636,-2.18725491,-0.803991556,-1.328403,0.458454549,5.4438777,-2.49805641,2.17204356,3.31868458,5.99969244,-1.6796447,-0.986829996,1.64107502,5.81017876,-1.62795794,0.325882375,1.21047664,2.91814303,4.12813425,6,1,1
0.01,4,1.34118044,-3.35641718,-2.16817927,-0.805024087,-1.32158363,0.493112266,5.42489624,-2.52885056,2.18110728,3.39888263,5.97529602,-1.76248062,-0.942924559,1.65282726,5.81761122,-1.64359319,0.341289669,1.22509289,2.94938684,4.14669847,6,1,1
0.01,5,1.29837775,-3.37555885,-2.1549449,-0.818910897,-1.32276666,0.495063305,5.43513775,-2.52396512,2.19431615,3.43635941,5.9749155,-1.79129159,-0.935634375,1.65909719,5.82566595,-1.65726304,0.35882628,1.23784721,2.97039008,4.15967369,6,1,1
0.01,6,1.24319482,-3.38189173,-2.13532186,-0.818781495,-1.31497252,0.537789166,5.40818691,-2.56413198,2.20067716,3.52627802,5.94192266,-1.88579988,-0.882054865,1.67490935,5.83172274,-1.67394829,0.374156386,1.25335562,3.00443363,4.17876816,6,1,1
0.01,7,1.20173454,-3.40148926,-2.1233139,-0.832455754,-1.31637049,0.534053624,5.42367792,-2.55306602,2.2147274,3.55522847,5.94560051,-1.90515983,-0.882273376,1.67828476,5.84059811,-1.68647957,0.39174661,1.26582038,3.02321053,4.18963861,6,1,1
0.01,8,1.14784956,-3.41020751,-2.10556746,-0.84061563,-1.31365049,0.566662371,5.40477514,-2.58288574,2.22144818,3.63450003,5.91698456,-1.98406994,-0.837923348,1.69565058,5.84533405,-1.70336294,0.408226192,1.28113031,3.05499196,4.2071805,6,1,1
0.01,9,1.10137093,-3.4235642,-2.09197807,-0.846784055,-1.310655,0.577821016,5.40644932,-2.58853436,2.23213053,3.68129039,5.9077034,-2.02701521,-0.821371615,1.70245147,5.85342598,-1.71683466,0.425182045,1.29513192,3.07860398,4.21901751,6,1,1
0.01,10,1.05140769,-3.43415308,-2.07701921,-0.853561461,-1.30771279,0.597987235,5.3991909,-2.60463095,2.2404542,3.74095941,5.88917875,-2.08451486,-0.79324311,1.71411824,5.85986948,-1.73182356,0.441996336,1.30980003,3.10553288,4.23253536,6,1,1
0.01,11,0.99792701,-3.44203711,-2.06096697,-0.861273289,-1.30524075,0.626166761,5.3834424,-2.63045073,2.24612379,3.81275153,5.86119652,-2.1553638,-0.75425905,1.73110056,5.86443567,-1.74825454,0.458813488,1.32535923,3.13582158,4.24744797,6,1,1
0.01,12,0.942320645,-3.44453025,-2.04500556,-0.857996821,-1.2959193,0.665305853,5.35792828,-2.66833615,2.24843001,3.89101434,5.82552767,-2.23863173,-0.706791341,1.74796879,5.86980247,-1.76462018,0.474620819,1.34175742,3.16856575,4.26167154,6,1,1
0.01,13,0.89944911,-3.46255422,-2.03419352,-0.876535952,-1.30185473,0.655298173,5.37755203,-2.6516645,2.26235271,3.91965413,5.82753372,-2.25561905,-0.707716405,1.75427568,5.87661409,-1.77750254,0.493520737,1.35543597,3.18716764,4.2703619,6,1,1
0.01,14,0.836849093,-3.45801544,-2.01667118,-0.869263649,-1.28912127,0.714100957,5.33268023,-2.71251845,2.25778794,4.01799917,5.77304125,-2.3640902,-0.639508307,1.78025424,5.87906504,-1.79696679,0.508993745,1.37353623,3.22640991,4.28628683,6,1,1
0.01,15,0.787976086,-3.46951509,-2.0039227,-0.88106668,-1.28907633,0.725801647,5.33290958,-2.71965408,2.26695323,4.0649972,5.75963545,-2.40491414,-0.623537123,1.78985822,5.88539505,-1.81043136,0.526402354,1.38830578,3.25023341,4.29596376,6,1,1
0.01,16,0.744261384,-3.48446393,-1.99397516,-0.897274137,-1.29540932,0.714820802,5.35169792,-2.70340085,2.27940845,4.09728527,5.75659132,-2.42744112,-0.620258331,1.79818177,5.89147711,-1.82346094,0.545357406,1.40291691,3.26989818,4.30354166,6,1,1
0.01,17,0.687968314,-3.48649168,-1.9796344,-0.898372412,-1.28753543,0.751911283,5.32837391,-2.73901367,2.28078294,4.16670418,5.72238255,-2.49896741,-0.580459535,1.81519639,5.89597797,-1.83942068,0.561711609,1.41970646,3.3010807,4.31452227,6,1,1
0.01,18,0.65880686,-3.51094627,-1.97837067,-0.917091668,-1.30381918,0.686123669,5.39409256,-2.66426539,2.30379248,4.15625334,5.75168371,-2.47216487,-0.612324357,1.81428134,5.90366364,-1.85089111,0.584367812,1.43315899,3.30783439,4.3150773,6,1,1
0.01,19,0.592898428,-3.50571656,-1.95922565,-0.918337464,-1.29146326,0.754849732,5.34273911,-2.73465085,2.29771519,4.2521348,5.6949482,-2.57398725,-0.550589204,1.83880651,5.9062233,-1.86792266,0.598680735,1.45124412,3.34714723,4.32914019,6,1,1
