dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,converged
0.5,0,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,1,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,2,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,3,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,4,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,5,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,7,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,11,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,12,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,13,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,14,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,15,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,16,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,17,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,18,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,19,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,20,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,21,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,22,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,23,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,24,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,25,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,26,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,27,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,28,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,29,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,30,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,31,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,32,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,33,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,34,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,35,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,36,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,37,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,38,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,39,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,40,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,41,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,42,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,43,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,44,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,45,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,46,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,47,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,48,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,49,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,50,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,51,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,52,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,53,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,54,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,55,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,56,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,57,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,58,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,59,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,60,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,61,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,62,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,63,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,64,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,65,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,66,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,67,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,68,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,69,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,70,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,71,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,72,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,73,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,74,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,75,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,76,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,77,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,78,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,79,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,80,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,81,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,82,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,83,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,84,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,85,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,86,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,87,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,88,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,89,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,90,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,91,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,92,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,93,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,94,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,95,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,96,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,97,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,98,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,99,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,100,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,101,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,102,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,103,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,104,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,105,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,106,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,107,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,108,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,109,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,110,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,111,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,112,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,113,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,114,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,115,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,116,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,117,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,118,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,119,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,120,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,121,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,122,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,123,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,124,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,125,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,126,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,127,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,128,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,129,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,130,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,131,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,132,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,133,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,134,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,135,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,136,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,137,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,138,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,139,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,140,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,141,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,142,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,143,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,144,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,145,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,146,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,147,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,148,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,149,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,150,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,151,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,152,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
0.5,153,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
