tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,naccept,nreject,converged
0.01,0,1.45818186,-3.24466872,-2.20411444,-0.802007139,-1.32311106,0.6311692,5.2567029,-2.71164846,2.09485245,3.48650694,5.84884024,-1.84487748,-0.739215016,1.83608401,5.68676996,-1.65571952,0.331949562,1.23597872,2.93859386,4.11629486,9,0,1
0.01,1,1.41181588,-3.25971222,-2.18826818,-0.808986187,-1.32007313,0.651658893,5.24855757,-2.72900915,2.1032939,3.54467058,5.83302498,-1.90017319,-0.7128582,1.84874058,5.69324732,-1.67233324,0.347891897,1.24965775,2.96549773,4.13278484,9,0,1
0.01,2,1.3649056,-3.27405334,-2.17253828,-0.815933645,-1.31697309,0.672268212,5.24017286,-2.74659944,2.11110735,3.6025641,5.81644392,-1.95531297,-0.686273694,1.86207998,5.69930649,-1.68903196,0.36403659,1.26363468,2.99260068,4.14887524,9,0,1
0.01,3,1.31762481,-3.28703308,-2.15599179,-0.824420571,-1.31372619,0.694022179,5.2307663,-2.76552391,2.11817336,3.66050267,5.79933691,-2.01076794,-0.659559309,1.87629771,5.70468903,-1.70594645,0.380896479,1.27788329,3.01977372,4.16462564,9,0,1
0.01,4,1.26972508,-3.29975915,-2.1403327,-0.831938386,-1.31065404,0.715234399,5.22128916,-2.78422046,2.12497926,3.71815777,5.78111887,-2.06596684,-0.633020103,1.89022577,5.71028328,-1.72263086,0.397332847,1.29219341,3.04713345,4.1799016,9,0,1
0.01,5,1.22156775,-3.31195188,-2.12507653,-0.839115143,-1.30754948,0.737640262,5.21042538,-2.80476689,2.13109779,3.77654505,5.7614851,-2.1218493,-0.605366528,1.90543091,5.71520948,-1.73985231,0.41399917,1.30681455,3.07458043,4.19468021,9,0,1
0.01,6,1.17291772,-3.32295775,-2.10967875,-0.847056508,-1.30445051,0.758598387,5.20083237,-2.82323551,2.13661122,3.83321071,5.74192429,-2.17649007,-0.578997493,1.92033172,5.72014236,-1.75662649,0.4308424,1.32155848,3.10218239,4.20904398,9,0,1
0.01,7,1.12132335,-3.33758044,-2.09632969,-0.8319996,-1.30286658,0.77980274,5.19102049,-2.84410143,2.14381266,3.89262438,5.71858501,-2.23281741,-0.550944507,1.9358319,5.72508764,-1.77412403,0.444938838,1.33719397,3.1305325,4.22196007,9,0,1
0.01,8,1.07288444,-3.34733653,-2.07868314,-0.854247749,-1.30026495,0.801365972,5.177845,-2.8656354,2.14625764,3.95033765,5.69636869,-2.28914905,-0.518777251,1.95336008,5.72929811,-1.79083323,0.463329166,1.35278356,3.1570847,4.23624086,9,0,1
0.01,9,1.02294898,-3.3568728,-2.06278586,-0.861160219,-1.29738724,0.823628724,5.16579247,-2.88698649,2.15011692,4.00752497,5.67374182,-2.34447837,-0.490510225,1.97018826,5.73298693,-1.80803812,0.48043263,1.36842775,3.184937,4.24917316,9,0,1
0.01,10,0.971127868,-3.36548567,-2.05349016,-0.852632225,-1.29393494,0.846639216,5.15574503,-2.90766382,2.1548717,4.06335688,5.65037107,-2.39812446,-0.468556166,1.98573351,5.73678923,-1.82562959,0.495798022,1.38334501,3.2141788,4.26074743,9,0,1
0.01,11,0.920392036,-3.37342191,-2.03991985,-0.859365165,-1.29104221,0.869024932,5.14330339,-2.92948198,2.15735579,4.1196208,5.62602472,-2.45281577,-0.441072255,2.00343966,5.73994923,-1.84310257,0.513031483,1.3991909,3.24222732,4.27260399,9,0,1
0.01,12,0.870837688,-3.38153219,-2.02033687,-0.88083744,-1.288867,0.890009999,5.12850046,-2.9516387,2.15804744,4.17639971,5.60023212,-2.50882959,-0.406885326,2.02327037,5.74314499,-1.860237,0.531753957,1.41619611,3.2691474,4.28478956,9,0,1
0.01,13,0.81825006,-3.38765502,-2.01333618,-0.871950269,-1.28527296,0.91383791,5.11717367,-2.97388339,2.16068435,4.23143435,5.57426786,-2.56178379,-0.38611117,2.03996897,5.74580574,-1.87792158,0.547256708,1.43152499,3.29859495,4.29464626,9,0,1
0.01,14,0.766608715,-3.39348602,-2.00069761,-0.878353894,-1.28244948,0.936534762,5.10350132,-2.99680471,2.16136336,4.28656769,5.54760075,-2.61578965,-0.358995795,2.05869412,5.74828005,-1.8953141,0.564486086,1.44797421,3.32700038,4.30493021,9,0,1
0.01,15,0.714630663,-3.39914036,-1.98811305,-0.883972347,-1.27970433,0.958589673,5.08977079,-3.01924109,2.16171312,4.34158325,5.51938295,-2.669734,-0.331531167,2.07802248,5.75064802,-1.91305268,0.581654847,1.46474266,3.35556889,4.31454754,9,0,1
0.01,16,0.68551898,-3.40508795,-1.98474312,-0.886267185,-1.28032386,0.956655025,5.10343838,-3.01337767,2.17055106,4.36340666,5.52030659,-2.68941283,-0.326571703,2.08308673,5.7605319,-1.9225415,0.594590485,1.47852468,3.37592292,4.32205343,9,0,1
0.01,17,0.633124948,-3.40972996,-1.9725585,-0.891917229,-1.27761912,0.979024708,5.08913136,-3.03646922,2.17015076,4.41814995,5.4910388,-2.74325418,-0.299185485,2.10291672,5.7624898,-1.94019949,0.611755371,1.49552226,3.40452552,4.33085918,9,0,1
0.01,18,0.578326285,-3.41603184,-1.9559412,-0.895784855,-1.2731874,1.00449073,5.07131004,-3.06246161,2.1690793,4.47682476,5.45726204,-2.80142689,-0.264306188,2.12661409,5.76385212,-1.95964348,0.62961328,1.51364851,3.43327951,4.33925676,9,0,1
0.01,19,0.525610626,-3.41926384,-1.94461346,-0.900862873,-1.27058995,1.02579522,5.05748892,-3.08451557,2.16776538,4.52963972,5.42703247,-2.85357189,-0.237841845,2.14725971,5.76544523,-1.9775635,0.646855056,1.53127992,3.46228838,4.34685087,9,0,1
0.01,20,0.472158641,-3.42181087,-1.93319058,-0.906345367,-1.26781821,1.04890585,5.04155064,-3.10916972,2.16530991,4.58340025,5.39528513,-2.90702415,-0.21048519,2.16869783,5.76640511,-1.9956727,0.664288938,1.54902339,3.49127078,4.35395288,9,0,1
0.01,21,0.420563757,-3.42141795,-1.92701066,-0.91362077,-1.26646197,1.07106471,5.02663422,-3.13422441,2.16171527,4.63340187,5.36615562,-2.95644569,-0.190117568,2.18798828,5.76635361,-2.01271319,0.681517601,1.56621373,3.52026343,4.36028957,9,0,1
0.01,22,0.364312023,-3.4246068,-1.91090226,-0.917510152,-1.26195455,1.09648395,5.00761986,-3.16067839,2.15795684,4.6904192,5.32956505,-3.01378822,-0.155141741,2.21333504,5.76681328,-2.03235579,0.699596167,1.58534324,3.54942632,4.36631393,9,0,1
0.01,23,0.310590088,-3.42523026,-1.90059876,-0.922531664,-1.2593286,1.11946535,4.99082375,-3.18596482,2.1536696,4.74244499,5.29601383,-3.065871,-0.128677279,2.2360785,5.76686144,-2.05066156,0.717070818,1.60385215,3.5786407,4.37151957,9,0,1
0.01,24,0.258618921,-3.42553544,-1.88873672,-0.927118897,-1.26415837,1.12274098,4.98932314,-3.19259214,2.1517036,4.79258251,5.26194954,-3.11847496,-0.101689503,2.25933313,5.76692629,-2.06878948,0.735079527,1.62298954,3.60665345,4.37619829,9,0,1
0.01,25,0.204108596,-3.42467642,-1.87891436,-0.93218565,-1.26154268,1.14631617,4.97135496,-3.21916795,2.14600062,4.84426498,5.22655296,-3.1707108,-0.075051412,2.28310037,5.76615906,-2.08740544,0.752766252,1.64199305,3.63610673,4.38019323,9,0,1
0.01,26,0.149861932,-3.42361069,-1.87026465,-0.937483013,-1.25919771,1.16946256,4.95313931,-3.24611068,2.13956547,4.8942976,5.19111776,-3.22127533,-0.0493538976,2.30767322,5.76499414,-2.10642195,0.770366549,1.66121614,3.66564083,4.38350487,9,0,1
0.01,27,0.0949659944,-3.4212482,-1.86023939,-0.941899061,-1.25645816,1.19355965,4.93423939,-3.27332091,2.13256073,4.94590378,5.15406656,-3.27363992,-0.0227631107,2.33257699,5.76316309,-2.12532043,0.788409472,1.68093777,3.69514394,4.38615704,9,0,1
0.01,28,0.0398418307,-3.41882014,-1.85175443,-0.947360098,-1.25384092,1.21793306,4.9142704,-3.30195451,2.12421107,4.99582243,5.11672974,-3.32476425,0.00324305892,2.35788608,5.76122665,-2.14441943,0.806086957,1.70032156,3.72453451,4.3883419,9,0,1
0.01,29,-0.0140987039,-3.41604257,-1.84394002,-0.951543391,-1.25181794,1.24057484,4.89550877,-3.32908583,2.11642504,5.04402971,5.0797534,-3.37404871,0.0274255276,2.38340306,5.75941324,-2.16367459,0.823485732,1.72030246,3.75431776,4.38968897,9,0,1
0.01,30,-0.0700719953,-3.41166687,-1.83505416,-0.95650214,-1.24892259,1.26584387,4.8742671,-3.3585844,2.10652137,5.094172,5.04054165,-3.42586088,0.0537152328,2.40946627,5.75650978,-2.18281698,0.841542602,1.74041224,3.78390312,4.39048052,9,0,1
0.01,31,-0.124937415,-3.40732288,-1.82742512,-0.960774601,-1.24668288,1.28949928,4.85392427,-3.38714957,2.09679317,5.14211893,5.00185537,-3.47536969,0.078095071,2.43618464,5.7534647,-2.2024889,0.859333754,1.7609961,3.8138051,4.39047623,9,0,1
0.01,32,-0.181346893,-3.4011631,-1.81909943,-0.965627372,-1.24371648,1.31538415,4.83136845,-3.41779518,2.08502746,5.1914072,4.96137953,-3.52675629,0.104304589,2.46372414,5.74924946,-2.22208834,0.877810776,1.78205657,3.84377694,4.3897109,9,0,1
0.01,33,-0.236903965,-3.39528227,-1.81165636,-0.969923556,-1.24127162,1.3401171,4.80925894,-3.44793272,2.07332206,5.23878002,4.92114925,-3.5762949,0.12862736,2.4912281,5.74535418,-2.24190331,0.895645559,1.80295134,3.87368917,4.38845634,9,0,1
0.01,34,-0.291215241,-3.38951254,-1.80524945,-0.973712504,-1.23920918,1.36363304,4.78788185,-3.47721338,2.0617075,5.28460169,4.88115931,-3.62435842,0.151367933,2.51866269,5.74172068,-2.26162601,0.913091838,1.8240869,3.90354586,4.38638878,9,0,1
0.01,35,-0.346960217,-3.38229227,-1.79850554,-0.97775948,-1.23684525,1.38864553,4.76462173,-3.50829577,2.04836845,5.33077908,4.83992004,-3.67310143,0.17493552,2.54741216,5.73673248,-2.28193712,0.931099236,1.84581697,3.93382668,4.38358021,9,0,1
0.01,36,-0.402198911,-3.37494707,-1.79226243,-0.98143065,-1.2345655,1.4131279,4.74156666,-3.53898931,2.03479338,5.37594461,4.79863358,-3.72103333,0.197549284,2.57592463,5.73187447,-2.30211973,0.948874891,1.86763966,3.96395802,4.38003159,9,0,1
0.01,37,-0.458152324,-3.36601281,-1.78591967,-0.985717118,-1.23209393,1.43850577,4.71738958,-3.57067394,2.01978278,5.42129135,4.75639105,-3.76960182,0.220865905,2.60485411,5.72626781,-2.3222115,0.966990411,1.8897661,3.99405408,4.37577391,9,0,1
0.01,38,-0.513573229,-3.35711884,-1.78011727,-0.989505112,-1.22977149,1.46369576,4.69286442,-3.60262108,2.00417089,5.46551847,4.71391821,-3.81726241,0.243292883,2.63456368,5.72019672,-2.3428185,0.984964073,1.91216528,4.02419567,4.37082672,9,0,1
0.01,39,-0.567979336,-3.34855652,-1.77521777,-0.99251616,-1.22785687,1.48773694,4.66885138,-3.63391209,1.98880839,5.50805283,4.67202282,-3.86318231,0.263501823,2.66404057,5.71449757,-2.36339211,1.00234628,1.93486142,4.05462503,4.36502457,9,0,1
0.01,40,-0.623857617,-3.33820677,-1.76972663,-0.996259391,-1.22543418,1.51363218,4.64282036,-3.66704106,1.9713186,5.55122805,4.62853527,-3.91049218,0.285383791,2.69411397,5.70786047,-2.38394451,1.02014089,1.95752239,4.08480549,4.35868359,9,0,1
0.01,41,-0.679350793,-3.32947397,-1.76692474,-0.999884486,-1.22251022,1.54042101,4.61548948,-3.70180535,1.95291829,5.59345913,4.5809207,-3.95607018,0.304474682,2.72555876,5.70085335,-2.40590429,1.03756535,1.98200643,4.11515856,4.35010147,9,0,1
0.01,42,-0.734714031,-3.31815958,-1.76230311,-1.00337052,-1.22020793,1.56613445,4.58883953,-3.73524451,1.93405735,5.63495827,4.5370059,-4.00207329,0.325038195,2.75639534,5.69331551,-2.42694402,1.0553906,2.00549173,4.14543152,4.34205532,9,0,1
