tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.32471085,-3.54382563,-2.14708662,-0.774617434,-1.26881731,0.56035006,5.3594265,-2.60021567,2.12978745,2.99716163,5.8112793,-1.72305775,-0.974793673,0.994478047,6.58366156,1.49364722,-0.0253375173,2.96493101,5.00920582,2.58487129,1.90416682,3.17690492,3.87115836,3.4202652,2.94568586,2.51168132,1.68447638,1.02008796,0.913348556,1.19762361,2.09111404,3.80199742,11,0,1
0.01,1,2.28510189,-3.57050633,-2.12289476,-0.783901691,-1.2667774,0.575452209,5.3566432,-2.60986018,2.14355946,3.05621576,5.80014992,-1.7751888,-0.948877335,1.00033128,6.60543299,1.48447347,-0.0268707871,2.97787309,5.03441143,2.58390856,1.9055115,3.19229126,3.89002919,3.42800021,2.94706941,2.5121417,1.68427289,1.0226624,0.920204222,1.20944715,2.11243391,3.82307076,11,0,1
0.01,2,2.24911165,-3.59348059,-2.09848261,-0.79238975,-1.26171899,0.606084645,5.34218788,-2.63533688,2.15478754,3.12037158,5.78529882,-1.83346856,-0.914944708,1.01105344,6.62675905,1.46918499,-0.0295369178,2.98973918,5.06272411,2.58274436,1.9038409,3.20634174,3.91002965,3.43663836,2.94764304,2.51204348,1.68534005,1.02712142,0.928332627,1.22218585,2.1347518,3.84559298,11,0,1
0.01,3,2.2078619,-3.61934471,-2.07447004,-0.801582754,-1.25997496,0.620301187,5.33963394,-2.64446449,2.1677084,3.17943549,5.7724247,-1.88523674,-0.88885057,1.01809919,6.64831161,1.46015835,-0.0302851647,3.00309491,5.08730173,2.58138752,1.90570271,3.22213221,3.92884159,3.44402122,2.94897509,2.51257753,1.6849314,1.02937925,0.935020804,1.23403919,2.15628028,3.86614251,11,0,1
0.01,4,2.16981936,-3.64188671,-2.05001354,-0.810088158,-1.25524807,0.64970541,5.32520962,-2.66923046,2.17801332,3.24311161,5.75561619,-1.94329333,-0.855030477,1.02923441,6.66954422,1.44488811,-0.0328294486,3.01497245,5.11554337,2.57990146,1.90410686,3.23640227,3.94895339,3.45244288,2.94942117,2.51244831,1.68574274,1.03348148,0.942938924,1.24678266,2.17883658,3.88818288,11,0,1
0.01,5,2.12798548,-3.66628838,-2.02659345,-0.818945587,-1.25341594,0.664403439,5.32191849,-2.67920446,2.18984389,3.30163431,5.74108648,-1.99484468,-0.828310728,1.03747034,6.69098854,1.43500519,-0.0333265513,3.02841854,5.14029646,2.57821798,1.9058454,3.25228524,3.96784449,3.45954657,2.9504528,2.51298499,1.68567979,1.03614426,0.949865758,1.25878859,2.20046186,3.90808845,11,0,1
0.01,6,2.08607006,-3.68922901,-2.002671,-0.827667534,-1.25058198,0.684825182,5.31375694,-2.6952734,2.20044684,3.36244774,5.72407293,-2.04932094,-0.798485637,1.04727471,6.71223974,1.42302454,-0.0346384943,3.04116321,5.16638994,2.5765295,1.90630949,3.26762891,3.98733664,3.46714091,2.95113659,2.5130446,1.6856873,1.03926086,0.957283378,1.27139819,2.222996,3.92867899,11,0,1
0.01,7,2.04682922,-3.70986366,-1.97879112,-0.83581847,-1.24568689,0.716058493,5.29681396,-2.72284508,2.20870447,3.42594767,5.70412731,-2.10740805,-0.763523579,1.06059551,6.7331605,1.40642703,-0.036821261,3.0530169,5.19486094,2.5745275,1.90439117,3.28197694,4.00778961,3.47542906,2.95121098,2.51272726,1.68653321,1.04351234,0.965377033,1.28441668,2.24594903,3.95006704,11,0,1
0.01,8,2.00349736,-3.73238564,-1.95566678,-0.844352841,-1.24359787,0.732883751,5.29101276,-2.7356329,2.21867323,3.48536134,5.68604565,-2.16018391,-0.734733939,1.07129717,6.7542944,1.39483297,-0.0369692147,3.06654882,5.21999979,2.57217669,1.90571439,3.29798675,4.02704096,3.4823277,2.95190144,2.51317286,1.68645263,1.04613769,0.97232753,1.29664266,2.26805496,3.96946073,11,0,1
0.01,9,1.96170449,-3.75299382,-1.93274069,-0.852404118,-1.24019384,0.756382167,5.27961206,-2.75559688,2.22700644,3.54594374,5.66592026,-2.21493673,-0.703212857,1.08366716,6.77522278,1.38072419,-0.0380870104,3.07916617,5.24680662,2.56991863,1.90539265,3.31320262,4.04693174,3.48961687,2.95191765,2.51331639,1.68734074,1.04995501,0.979960561,1.3092947,2.29054689,3.98919797,11,0,1
