tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.54583216,-3.34303832,-2.03559995,-0.504095137,-1.16490543,1.11462831,5.150877,-3.44724822,2.15445924,4.9005518,4.23666716,-3.18644118,-0.183553085,1.54182386,6.51684999,1.20310748,0.158442184,3.10566306,4.95873213,2.46825933,1.93768656,3.23845196,3.88696432,3.39019012,2.95327353,2.57911277,1.76504946,1.08670402,0.989487052,1.30611074,2.26222253,4.06000423,8,0,1
0.01,1,2.55455041,-3.3387723,-2.05966282,-0.378652066,-1.15146387,1.03127491,5.25431108,-3.29772067,2.21627998,4.94729471,4.18706083,-3.16182375,-0.201286823,1.53760934,6.51901484,1.20239019,0.159754097,3.10594296,4.95861483,2.46801162,1.93774962,3.23866963,3.88712883,3.39019108,2.95325756,2.57919884,1.7652998,1.08742201,0.990913451,1.30599523,2.26203752,4.06182957,8,0,1
0.01,2,2.31851053,-3.54867411,-1.85144043,-0.624770522,-1.29740655,0.905248165,5.16467381,-2.87744927,2.2717917,4.64192677,4.66221571,-2.87330675,-0.231780574,1.50866187,6.49553919,1.23083818,0.111561157,3.11096025,4.96561098,2.47101808,1.93936014,3.2379663,3.88612318,3.39126468,2.95229363,2.57623768,1.7557869,1.07239211,0.981006503,1.29937875,2.26632738,3.98100233,9,2,1
0.01,3,2.54143381,-3.34335661,-2.01767826,-0.582992673,-1.17119241,1.16837609,5.09054327,-3.53761125,2.11629224,4.87333298,4.26462746,-3.20494533,-0.171898738,1.54487538,6.51614904,1.20292377,0.157787457,3.10597849,4.95949745,2.46828699,1.93766284,3.23876119,3.88742256,3.39041495,2.95332718,2.5791173,1.76500738,1.0864768,0.988873899,1.30663252,2.26320338,4.06014538,8,0,1
0.01,4,2.54803824,-3.34268904,-2.04581666,-0.450163871,-1.15923715,1.07942617,5.19370031,-3.38464856,2.18067336,4.9222002,4.21456242,-3.17673159,-0.190473735,1.54068112,6.51828051,1.20233572,0.15900825,3.10618854,4.9593792,2.46809316,1.93774498,3.23897719,3.88756919,3.3904109,2.95331144,2.57916975,1.76514733,1.08707345,0.990298271,1.30640101,2.26275134,4.0613122,8,0,1
0.01,5,2.53920364,-3.3396492,-1.99312067,-0.681149125,-1.17491043,1.23875999,5.01937246,-3.64737797,2.06953835,4.83985996,4.29788399,-3.22961354,-0.157928407,1.54787636,6.51519442,1.20298064,0.157045633,3.10621572,4.96007299,2.46832347,1.93764794,3.23895693,3.88772297,3.39057112,2.95338535,2.57914352,1.76501906,1.08625388,0.988045096,1.30712986,2.26417446,4.06059027,8,0,1
0.01,6,2.54411364,-3.34431624,-2.03452563,-0.504081666,-1.16448545,1.11579418,5.15015173,-3.44827724,2.15415859,4.90314293,4.23475885,-3.18852115,-0.182442173,1.54285133,6.51774263,1.20226765,0.158486158,3.10635781,4.9599061,2.468153,1.93773222,3.2391727,3.88786435,3.39056516,2.95334911,2.57915187,1.76506567,1.08685637,0.98984468,1.30670643,2.26330018,4.0611043,8,0,1
0.01,7,2.54233766,-3.3447156,-2.02893186,-0.529802024,-1.16712964,1.13256228,5.13049173,-3.47762704,2.14172864,4.8943572,4.24374914,-3.19440341,-0.178610772,1.54396737,6.51749086,1.202178,0.158293292,3.10646677,4.960145,2.46816516,1.9377408,3.23928475,3.88800693,3.39062524,2.95336914,2.57916665,1.76506317,1.08678997,0.989662051,1.30691195,2.26369596,4.06116247,8,0,1
0.01,8,2.55340505,-3.33982277,-2.05958748,-0.371406049,-1.14951241,1.02875829,5.25926256,-3.29063511,2.21948647,4.9528861,4.18221235,-3.16294289,-0.201077461,1.5383563,6.5202117,1.20149744,0.159835756,3.10674787,4.95995569,2.46789241,1.93782771,3.23952436,3.88816786,3.39060974,2.9533453,2.5792563,1.7653209,1.08760893,0.991369784,1.30661321,2.26314402,4.06315851,8,0,1
0.01,9,2.54876494,-3.34261608,-2.05068517,-0.420273066,-1.15571141,1.06035352,5.2180829,-3.34957695,2.19524717,4.93553305,4.20098877,-3.1725862,-0.19382143,1.54052353,6.51950312,1.2014842,0.159381106,3.10681963,4.96026707,2.46793842,1.93781185,3.23962069,3.88832188,3.39068198,2.95335865,2.57924676,1.76524591,1.08736682,0.990916729,1.30685258,2.2635932,4.0626626,8,0,1
0.01,10,2.55396676,-3.3395462,-2.06112289,-0.360315204,-1.14780223,1.02215385,5.26850796,-3.27752614,2.22490788,4.957757,4.17723608,-3.1615839,-0.202326745,1.53822017,6.52071095,1.20118964,0.159962252,3.10699582,4.96031857,2.4678359,1.93784761,3.2397716,3.8884685,3.39073014,2.9533689,2.57927632,1.76534736,1.08771861,0.991595566,1.30676079,2.26340675,4.06367588,8,0,1
0.01,11,2.5407238,-3.34554291,-2.02503061,-0.543936729,-1.16759753,1.14365315,5.11860228,-3.49504447,2.13455534,4.8907094,4.24814129,-3.19888377,-0.175890163,1.54498374,6.51789713,1.20174062,0.158162579,3.10691762,4.96095657,2.46811271,1.93777466,3.23976302,3.8886025,3.39087486,2.95342541,2.57918692,1.7650373,1.08680129,0.989723563,1.30728805,2.2643621,4.06172371,8,0,1
0.01,12,2.55596519,-3.33819985,-2.06505752,-0.334660888,-1.14432573,1.00579727,5.29081964,-3.24608278,2.23767161,4.96793604,4.16627836,-3.1576035,-0.205702752,1.53749597,6.52147627,1.20081627,0.160248324,3.10726452,4.96064043,2.46775699,1.93787897,3.24003029,3.88876748,3.39084387,2.95339108,2.57930565,1.76541352,1.08793008,0.991991043,1.30689657,2.26365733,4.06449413,8,0,1
