tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.28054619,-3.57025552,-2.13970709,-0.783401132,-1.34213746,0.40225327,5.43694782,-2.48587084,2.11567688,3.15696931,5.74094963,-1.84784734,-0.805608571,1.18543196,6.56646299,1.40186143,0.0923310593,3.04946327,4.95715618,2.51643085,1.94378436,3.22387242,3.87424755,3.39048243,2.93955517,2.52984953,1.69262433,1.01382828,0.91002059,1.20013583,2.09780407,3.80112815,12,0,1
0.01,1,2.24264407,-3.59504914,-2.11583829,-0.791968703,-1.33877146,0.422416806,5.43144274,-2.50071239,2.12796235,3.21689177,5.72630024,-1.9009583,-0.776673555,1.19667518,6.58759499,1.38897836,0.0918970183,3.06327224,4.98249388,2.51476836,1.94486523,3.23931623,3.89325309,3.39810896,2.94087338,2.53047609,1.69285238,1.01687968,0.917198658,1.21217895,2.11933637,3.82253885,12,0,1
0.01,2,2.20438695,-3.61924124,-2.09208846,-0.800805211,-1.33586276,0.442380607,5.42547321,-2.51594615,2.13961482,3.27657127,5.71078348,-1.95411289,-0.747477353,1.20853019,6.60864401,1.37577093,0.0916294381,3.07713056,5.00782394,2.51296449,1.94594145,3.25481868,3.91229534,3.40564227,2.94210362,2.53107047,1.69308364,1.01996267,0.924411893,1.22428441,2.14097071,3.8437531,12,0,1
0.01,3,2.16538286,-3.6429112,-2.06852317,-0.809182703,-1.33249462,0.462821424,5.41924715,-2.53147411,2.15091968,3.33635902,5.69422722,-2.00723577,-0.718096972,1.22082305,6.62958479,1.36234868,0.0914341286,3.09101391,5.03318787,2.51100063,1.94698644,3.27039075,3.93140483,3.41307139,2.94321585,2.53164101,1.6933465,1.02308738,0.931673586,1.2364763,2.16273665,3.86468577,12,0,1
0.01,4,2.12607789,-3.66597676,-2.04509568,-0.817855418,-1.32965243,0.482997984,5.41255665,-2.54740381,2.16156602,3.39584756,5.67682505,-2.06036592,-0.688481152,1.23377955,6.65043545,1.34857023,0.0914428607,3.10497642,5.05852509,2.50885653,1.94803655,3.28605366,3.95056581,3.42037129,2.94421434,2.53220582,1.69364738,1.02624035,0.938949764,1.24871159,2.18458462,3.88540888,12,0,1
0.01,5,2.08620524,-3.68849516,-2.02183533,-0.826364398,-1.32673585,0.503371596,5.40550566,-2.56368804,2.17173457,3.45528102,5.65844059,-2.11348438,-0.658679366,1.24725747,6.67118263,1.33450675,0.0915528238,3.11896372,5.08389282,2.50656652,1.94905007,3.30176473,3.96978116,3.42757845,2.94510794,2.53274393,1.69397366,1.02942657,0.946255445,1.26100945,2.20653844,3.90587139,12,0,1
0.01,6,2.04567337,-3.71045589,-1.99878442,-0.834549904,-1.32353163,0.524101079,5.39814711,-2.58030605,2.18147588,3.51469874,5.63906193,-2.16652966,-0.628742039,1.26122546,6.69182014,1.32020545,0.0917633623,3.13298631,5.10926962,2.50411892,1.95005763,3.3175571,3.98904634,3.43466306,2.94589925,2.53327322,1.69431758,1.03264558,0.953617275,1.27340639,2.2286334,3.92605257,12,0,1
0.01,7,2.00454211,-3.73186731,-1.97594202,-0.84248966,-1.32013309,0.54513371,5.39043236,-2.59728432,2.19074011,3.57409692,5.61867571,-2.21953726,-0.598628461,1.27576351,6.71234083,1.3055954,0.0921175927,3.14707375,5.13465023,2.50148129,1.95105374,3.33343673,4.00836897,3.44161963,2.9465766,2.53379488,1.69469595,1.03590131,0.96101892,1.28587639,2.25083852,3.94594502,12,0,1
0.01,8,1.96311438,-3.75266528,-1.95324266,-0.850710213,-1.31727982,0.565884233,5.38223934,-2.61469793,2.19934273,3.63312173,5.59745932,-2.27248716,-0.568391502,1.29092836,6.73276663,1.29065299,0.0926355422,3.16120315,5.16001654,2.49870586,1.95204294,3.34937453,4.02773476,3.4484694,2.94715214,2.53429961,1.69510067,1.03917754,0.968430758,1.29839551,2.27313852,3.96561909,12,0,1
0.01,9,1.92096436,-3.77292299,-1.93080378,-0.85846734,-1.31393099,0.587147415,5.37375784,-2.63241911,2.20753193,3.69218445,5.57519913,-2.32533622,-0.538042188,1.30661118,6.75306559,1.27542293,0.093271181,3.17539048,5.18539667,2.49573517,1.9530158,3.36540318,4.04716778,3.45519161,2.94760585,2.53478742,1.6955359,1.04250109,0.975903392,1.31101191,2.29557133,3.98496366,12,0,1
