tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.26026225,-3.58829618,-2.14987278,-0.771976471,-1.30794358,0.424879819,5.46147537,-2.46029282,2.14347243,3.08528638,5.80031347,-1.75009024,-0.919378161,1.11049259,6.57347775,1.46185958,0.0940846875,3.05136108,4.93760633,2.51961327,1.96010792,3.22965765,3.86679244,3.38621163,2.94430661,2.52943301,1.67857516,0.995298445,0.893351614,1.18241847,2.07449841,3.77307153,6,1,1
0.01,1,2.21821427,-3.61028218,-2.12175179,-0.776367188,-1.29828405,0.470885158,5.43752193,-2.49830317,2.15622544,3.16853547,5.77615166,-1.82954228,-0.872674227,1.12277925,6.59458494,1.44480526,0.0902017206,3.06263161,4.96596146,2.52026534,1.95913804,3.24320292,3.88579845,3.39504576,2.94574571,2.52949357,1.67973864,1.00094128,0.9034428,1.19763196,2.1001327,3.79727435,6,1,1
0.01,2,2.18017268,-3.63474202,-2.09843946,-0.783123195,-1.29336452,0.491416514,5.43259621,-2.51225328,2.16888881,3.22492337,5.76422215,-1.88009524,-0.847325981,1.12957919,6.61633396,1.43449903,0.0898038372,3.07682562,4.99052858,2.5182848,1.96095002,3.25922823,3.90456271,3.40211964,2.94713259,2.53036499,1.67961669,1.00329864,0.909986615,1.2089572,2.1206615,3.81751156,6,1,1
0.01,3,2.14648509,-3.66202211,-2.07994938,-0.798739851,-1.29960799,0.479221255,5.45028877,-2.49694109,2.18139553,3.25945973,5.76241398,-1.90452731,-0.83877027,1.13751924,6.63775492,1.4279393,0.0930583924,3.09361291,5.01230907,2.51416945,1.96465218,3.27685618,3.92330718,3.40831995,2.94837117,2.53133702,1.67846465,1.00340378,0.913799405,1.217206,2.13718605,3.83511829,6,1,1
0.01,4,2.10098028,-3.68047929,-2.05092645,-0.799753845,-1.28639901,0.537907541,5.41541719,-2.54781318,2.19145346,3.3524406,5.7286396,-1.99517226,-0.783007681,1.15333605,6.65841436,1.40754914,0.0882831812,3.10397506,5.04200125,2.51491332,1.96266735,3.29013133,3.9428277,3.41705704,2.94914603,2.53124094,1.68043256,1.01027048,0.925196648,1.23403955,2.16505194,3.85963011,6,1,1
0.01,5,2.06381202,-3.70543098,-2.03025007,-0.812798738,-1.28869426,0.540347934,5.4226203,-2.54611301,2.20339036,3.39745235,5.7202034,-2.03166437,-0.766201794,1.16230929,6.67965746,1.3986479,0.0900125727,3.11951518,5.06527424,2.51165676,1.96529567,3.30683923,3.96159029,3.4237349,2.95041704,2.53191471,1.6796118,1.01158261,0.930507243,1.24402511,2.18390131,3.87819099,6,1,1
0.01,6,2.02626753,-3.72941971,-2.0097785,-0.82426393,-1.29037189,0.543481112,5.42860317,-2.54548001,2.21477723,3.44447875,5.70966482,-2.07064009,-0.747284532,1.17225003,6.70081902,1.3888973,0.0918242037,3.13512325,5.0887146,2.50814581,1.96777809,3.323668,3.98052216,3.43026876,2.95146155,2.53257132,1.67895913,1.01309752,0.935989678,1.25418878,2.20296502,3.89650917,6,1,1
0.01,7,1.9799192,-3.74655867,-1.98263025,-0.824406207,-1.27700329,0.598915875,5.39551973,-2.59360719,2.22260952,3.52983928,5.6756835,-2.1539464,-0.696194649,1.18792307,6.72146273,1.36911213,0.0880102888,3.14606094,5.11768723,2.50806117,1.96634114,3.33763456,4.00005913,3.43824553,2.95196438,2.53271961,1.68071568,1.01924694,0.946673691,1.27036631,2.22998428,3.91913152,6,1,1
0.01,8,1.94053686,-3.76909113,-1.96143484,-0.839392722,-1.28173888,0.602680266,5.39902306,-2.59570909,2.23254585,3.58318257,5.65903759,-2.19823313,-0.671907365,1.20349324,6.7417326,1.35706031,0.08963193,3.16110945,5.14175081,2.50476456,1.96842849,3.35434461,4.01926804,3.44458079,2.95246577,2.53336978,1.68080509,1.02157009,0.952892125,1.28163898,2.25079608,3.93835926,6,1,1
0.01,9,1.90058208,-3.79120898,-1.94083667,-0.847126544,-1.27896214,0.614491582,5.40010881,-2.60189152,2.24320459,3.62966776,5.64739275,-2.23861408,-0.652724087,1.21111703,6.76319218,1.34715462,0.0913231969,3.1768043,5.16527605,2.50064754,1.97077918,3.37142777,4.03842545,3.45076823,2.9531672,2.53393626,1.68021965,1.02329564,0.958642542,1.29205656,2.27011442,3.95560837,6,1,1
0.01,10,1.85015583,-3.80236554,-1.91353929,-0.840000331,-1.26022398,0.685366869,5.3510561,-2.6669662,2.24423432,3.73056746,5.59578705,-2.34008002,-0.584805787,1.2369504,6.78275442,1.31917441,0.0864837542,3.18607283,5.19700098,2.5014286,1.96706855,3.38392901,4.05855608,3.45959163,2.95318699,2.5335145,1.68309879,1.03178227,0.971859336,1.31128395,2.30114627,3.97899508,6,1,1
0.01,11,1.82386661,-3.83594871,-1.90394092,-0.868413389,-1.28480136,0.606184006,5.42193222,-2.58794141,2.26487947,3.71304321,5.6265316,-2.30613256,-0.621261477,1.23188066,6.80531311,1.32840776,0.0977326334,3.21024084,5.21032476,2.49060559,1.97693634,3.40699673,4.07676268,3.4619863,2.95421267,2.53547478,1.67855084,1.0249474,0.96807003,1.31099534,2.30658913,3.98832059,6,1,1
0.01,12,1.76578438,-3.84307003,-1.87123811,-0.862957656,-1.26091337,0.713774502,5.34471416,-2.68909788,2.2616725,3.83677554,5.55821228,-2.43177176,-0.535778642,1.26415861,6.82361031,1.29418933,0.089262411,3.21597838,5.24570942,2.49393415,1.97065008,3.41748309,4.09730482,3.4717958,2.95370364,2.53449035,1.68313539,1.03688312,0.985025883,1.3345468,2.34346437,4.01477289,6,1,1
0.01,13,1.7296046,-3.86782622,-1.85464621,-0.881132245,-1.27180839,0.686771929,5.37335825,-2.66121197,2.27507257,3.86280441,5.55736303,-2.44684458,-0.534691036,1.27142239,6.84479094,1.2900697,0.0946799517,3.23464346,5.26569557,2.48739219,1.97576904,3.43670392,4.11593628,3.47630072,2.95446587,2.53557611,1.68111074,1.03564036,0.987547994,1.34152365,2.35850811,4.02904797,6,1,1
0.01,14,1.68395507,-3.88423252,-1.83247197,-0.887356699,-1.26685143,0.716550887,5.35735369,-2.68748212,2.28044486,3.92690802,5.52827072,-2.50605226,-0.499425948,1.2891252,6.86479664,1.27316594,0.0949845836,3.24842477,5.29164124,2.48434544,1.97649503,3.45280123,4.13537502,3.48245239,2.9545331,2.53611183,1.68192601,1.03959239,0.995777071,1.35517812,2.38235116,4.04742146,6,1,1
0.01,15,1.64131451,-3.90277791,-1.81295109,-0.895702958,-1.26589727,0.727427781,5.35658169,-2.69514561,2.28832078,3.9765048,5.5089426,-2.54948211,-0.476478249,1.30227745,6.88534832,1.26061523,0.097117953,3.26404285,5.31553555,2.47956991,1.97856653,3.47018409,4.15497398,3.48792052,2.95429897,2.53656769,1.68201447,1.04201829,1.00203729,1.36635911,2.40282035,4.06355667,6,1,1
0.01,16,1.59474957,-3.91790557,-1.79125011,-0.903636158,-1.26395011,0.752369821,5.34158993,-2.71940708,2.29217172,4.04223347,5.4752965,-2.60948277,-0.439612806,1.32435167,6.90466356,1.24205029,0.0977587402,3.27775669,5.34185886,2.47626448,1.97882986,3.48606825,4.17470455,3.49423838,2.95411777,2.53673601,1.68273497,1.04615736,1.01055479,1.38053453,2.42747211,4.08178234,6,1,1
0.01,17,1.54176652,-3.92715645,-1.76714528,-0.900785625,-1.24786854,0.820168138,5.2942214,-2.78249311,2.28892183,4.12706566,5.4254775,-2.69386816,-0.384091675,1.35045874,6.92353535,1.21569896,0.0952665508,3.28841615,5.37174129,2.47502446,1.97645199,3.50019169,4.1949892,3.50135517,2.95336485,2.53668785,1.68542767,1.05359161,1.02253962,1.39860272,2.4570477,4.10134792,6,1,1
0.01,18,1.5048095,-3.95039988,-1.75187361,-0.917756438,-1.2586987,0.788407981,5.3277173,-2.74956131,2.30356812,4.14937353,5.42603779,-2.70567513,-0.385834068,1.35606599,6.94486284,1.21268797,0.101863094,3.30841279,5.39065742,2.46666384,1.98234296,3.52064919,4.21387005,3.5046587,2.95349526,2.53793883,1.68334985,1.0518539,1.02442896,1.40486193,2.47112012,4.11364269,6,1,1
0.01,19,1.46307373,-3.96855187,-1.73509693,-0.926860809,-1.26087868,0.785288215,5.33754301,-2.74427772,2.31241107,4.1903348,5.41021967,-2.7396214,-0.369346529,1.36905098,6.96534204,1.20139337,0.106041819,3.32574773,5.41305447,2.46017075,1.98546302,3.53909826,4.23336887,3.50922894,2.9531939,2.53855038,1.68268204,1.0529989,1.029405,1.41466761,2.48975468,4.12745953,6,1,1
0.01,20,1.40307546,-3.96615887,-1.70344818,-0.927937865,-1.23989558,0.874186754,5.24893904,-2.84930611,2.28752089,4.30999708,5.3172102,-2.86213279,-0.280775517,1.42307115,6.98029995,1.16016841,0.098957479,3.33069539,5.44980097,2.46233702,1.97804534,3.54958344,4.25478888,3.51825976,2.95152116,2.53759551,1.6881336,1.06589127,1.04757488,1.44029665,2.52923727,4.15033627,6,2,1
0.01,21,1.35334551,-3.98148656,-1.68877649,-0.92346698,-1.23233998,0.920094788,5.2363863,-2.87575555,2.29747581,4.36120558,5.29666471,-2.9089148,-0.256168991,1.43226027,7.00106049,1.14378273,0.101936825,3.3465693,5.47363377,2.45720434,1.97991419,3.56709552,4.27437353,3.52317929,2.95098042,2.53800321,1.68828118,1.06868315,1.05445147,1.45254803,2.55132389,4.16489697,6,1,1
0.01,22,1.31416929,-4.00293732,-1.67269957,-0.944018722,-1.2469703,0.886838675,5.26919079,-2.84462881,2.31155109,4.38847494,5.29115486,-2.92505789,-0.254451215,1.44235301,7.0215807,1.13900101,0.108360089,3.36617732,5.49300337,2.4488225,1.98553658,3.58750415,4.29339552,3.52607632,2.95062876,2.53919697,1.68662,1.06749547,1.05686772,1.45961177,2.56668162,4.17710829,6,1,1
0.01,23,1.26270092,-4.01201725,-1.65201294,-0.951075494,-1.24516284,0.919311702,5.24303865,-2.88116336,2.30733323,4.45888758,5.24260807,-2.99077749,-0.211578295,1.47529531,7.0390358,1.11370826,0.109694496,3.37929749,5.52046394,2.44524074,1.98484731,3.60309148,4.31356001,3.53199697,2.94963312,2.53908348,1.68812549,1.0731163,1.06705904,1.4760716,2.59437346,4.1938448,6,1,1
0.01,24,1.21935689,-4.02786827,-1.63649225,-0.959229052,-1.24669266,0.916197658,5.25330925,-2.87580681,2.31572795,4.49734211,5.22561455,-3.02243948,-0.197547182,1.48745573,7.05935764,1.1031388,0.11450389,3.39728379,5.54216146,2.43761277,1.98856068,3.62241721,4.33312225,3.5354073,2.9487896,2.53993392,1.68755412,1.07401121,1.07172978,1.48567307,2.61279154,4.20578527,6,1,1
0.01,25,1.16566265,-4.03482008,-1.61676967,-0.958174944,-1.23269939,0.975008845,5.21249866,-2.93005204,2.30917978,4.56409264,5.18122339,-3.08848214,-0.156605989,1.51096368,7.07787704,1.07970202,0.114661291,3.41000104,5.56973076,2.43370366,1.98778546,3.63841128,4.35349131,3.54065919,2.94738984,2.54021645,1.68962848,1.07990623,1.08203256,1.50196338,2.63984036,4.22041225,6,1,1
0.01,26,1.13192534,-4.0576725,-1.60701597,-0.974065959,-1.25077808,0.905067742,5.27649307,-2.86123085,2.33232474,4.57508039,5.18844032,-3.08658123,-0.166945979,1.51631176,7.09935999,1.07969058,0.125395462,3.43410254,5.58511019,2.4214735,1.99627078,3.66148686,4.37213039,3.54173803,2.94719934,2.54181552,1.68609834,1.07545161,1.08101475,1.50518155,2.6502285,4.2290144,6,1,1
0.01,27,1.06887698,-4.05684233,-1.58218098,-0.974345446,-1.233881,1.00371349,5.19512177,-2.96278644,2.30965519,4.67012787,5.11127806,-3.1837039,-0.101392731,1.55968058,7.11471128,1.04201484,0.121775359,3.44155383,5.61856699,2.42136478,1.9909817,3.67393327,4.39344168,3.54898882,2.94492936,2.54109263,1.69086528,1.08658063,1.09696591,1.52824855,2.68618846,4.24678183,6,1,1
