tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,0,2.13935304,-3.53770375,-2.03204489,-0.799959719,-1.27682698,0.678591788,5.20395947,-2.72792602,2.12350321,3.42885518,5.56837368,-2.13727903,-0.647301137,1.17752159,6.56611156,1.33883333,0.0124375317,2.99793458,5.0431571,2.52416253,1.86436081,3.1908462,3.91782308,3.42017317,2.90327239,2.49185848,1.70124745,1.04458606,0.943072915,1.24734879,2.17415285,3.84496975,10,0,1
0.01,1,2.13882732,-3.53784418,-2.03167558,-0.800040007,-1.27676153,0.679344654,5.20329428,-2.72870469,2.12349772,3.43008137,5.56773472,-2.13839364,-0.646480143,1.17797005,6.5662241,1.33841538,0.0124389734,2.99803066,5.0434761,2.52408695,1.86423457,3.19093418,3.91806507,3.42027426,2.90319729,2.49180627,1.70130229,1.0446856,0.943184674,1.24751329,2.17444181,3.84521842,10,0,1
0.01,2,2.13767934,-3.5381031,-2.03031826,-0.800544739,-1.2766664,0.683455348,5.1995182,-2.73378062,2.12342596,3.43435431,5.56534576,-2.14207053,-0.643738508,1.17971539,6.566082,1.33711112,0.012524033,2.99832058,5.0439868,2.52378511,1.86392438,3.19100928,3.91845727,3.42040467,2.90300822,2.49169707,1.70139611,1.04481614,0.943364263,1.24783278,2.17507362,3.84576941,10,0,1
0.01,3,2.13555908,-3.53808451,-2.0285964,-0.800720334,-1.27647281,0.687814653,5.19514704,-2.73852348,2.12276053,3.4405818,5.56146288,-2.14779925,-0.638899028,1.18287146,6.56586933,1.33464181,0.0127574587,2.99851441,5.04482031,2.52331972,1.86322832,3.19099522,3.91911459,3.42068672,2.90257668,2.49137664,1.70161653,1.04518592,0.943733633,1.24842274,2.17619848,3.84671807,10,0,1
0.01,4,2.13563108,-3.53828692,-2.02870178,-0.800758302,-1.27650416,0.687123597,5.19593763,-2.73772144,2.12295675,3.43989658,5.56202126,-2.14722443,-0.63952899,1.18233955,6.56609058,1.3350234,0.012653416,2.99855661,5.04493809,2.52341914,1.86332178,3.19109917,3.91919017,3.42075443,2.90265656,2.49139738,1.70158017,1.04517591,0.943738878,1.24841189,2.1761663,3.8467164,10,0,1
0.01,5,2.1347487,-3.53841019,-2.02804661,-0.800866723,-1.27638233,0.688702881,5.19444466,-2.73941135,2.12279606,3.44222498,5.56069708,-2.14929605,-0.637845993,1.18347335,6.56614494,1.33410382,0.0127830878,2.99873519,5.0453124,2.52322578,1.86313462,3.19121766,3.91950011,3.42083931,2.90251017,2.49132419,1.70167732,1.04532015,0.943900287,1.2486732,2.17665124,3.84713411,10,0,1
0.01,6,2.13429546,-3.5385561,-2.02773023,-0.800941706,-1.27633357,0.68925941,5.19396973,-2.73998547,2.12280083,3.44318199,5.56021118,-2.15018606,-0.637210131,1.18381929,6.5662775,1.3337332,0.012771762,2.99883294,5.04562712,2.52314639,1.86300957,3.19130778,3.91973925,3.42093635,2.90245175,2.49129105,1.70171607,1.04538739,0.943992019,1.24882221,2.17691612,3.847368,10,0,1
0.01,7,2.13495159,-3.53883815,-2.02843857,-0.800908685,-1.27647519,0.687011182,5.19634819,-2.73749447,2.12324715,3.44039631,5.56209278,-2.14771056,-0.639461935,1.18226433,6.56666708,1.33498764,0.0125971735,2.99886298,5.04547977,2.52339768,1.86340308,3.19149566,3.91960883,3.42087531,2.90270352,2.49147558,1.70159543,1.04521775,0.94388479,1.24866331,2.17658782,3.84710288,10,0,1
0.01,8,2.1366384,-3.53909731,-2.03037143,-0.800497115,-1.27657986,0.680665731,5.20264292,-2.72986031,2.12394452,3.43343902,5.56660986,-2.14139771,-0.644731462,1.17878866,6.5673542,1.33758819,0.0124309184,2.99876213,5.04489708,2.52395105,1.86423612,3.19177485,3.91916347,3.42070031,2.90321684,2.49182034,1.70133948,1.04487216,0.94358933,1.24819791,2.17566729,3.8463645,10,0,1
0.01,9,2.13477278,-3.53924203,-2.02830815,-0.801008403,-1.27644229,0.686310291,5.19723845,-2.7366538,2.12355494,3.43991041,5.56267834,-2.1472671,-0.640085936,1.18169057,6.56705284,1.33533621,0.0125101535,2.9990263,5.04575348,2.52350354,1.86355305,3.19172645,3.91979051,3.42098165,2.90282726,2.49153113,1.70153856,1.04519522,0.943928778,1.24873674,2.17669964,3.84723425,10,0,1
