tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.68288469,4.08498716,-2.48926735,-2.5,4.6875186,3.62385011,4.73289013,-2.5,-2.48926735,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,1,4.68350554,4.08677483,-2.48928785,-2.5,4.68812943,3.62385011,4.73341227,-2.5,-2.48928785,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,2,4.68412685,4.08856201,-2.48930836,-2.5,4.68874025,3.62385011,4.7339344,-2.5,-2.48930836,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,3,4.68474817,4.09035063,-2.48932886,-2.5,4.68935108,3.62385011,4.73445654,-2.5,-2.48932886,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,4,4.68536949,4.09213781,-2.48934937,-2.5,4.68996191,3.62385011,4.7349782,-2.5,-2.48934937,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,5,4.68599033,4.09392595,-2.48936987,-2.5,4.69057274,3.62385011,4.73550034,-2.5,-2.48936987,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,6,4.68661165,4.09571362,-2.48939061,-2.5,4.69118357,3.62385011,4.736022,-2.5,-2.48939037,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,7,4.68723297,4.09750128,-2.48941088,-2.5,4.6917944,3.62385011,4.73654413,-2.5,-2.48941112,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,8,4.68785381,4.09928894,-2.48943162,-2.5,4.69240522,3.62385011,4.73706627,-2.5,-2.48943138,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,9,4.68847513,4.10107708,-2.48945189,-2.5,4.69301605,3.62385011,4.73758841,-2.5,-2.48945212,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,10,4.68909597,4.10286474,-2.48947263,-2.5,4.69362736,3.62385011,4.73811054,-2.5,-2.48947263,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,11,4.68971729,4.1046524,-2.48949313,-2.5,4.69423771,3.62385011,4.73863268,-2.5,-2.48949313,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,12,4.69033813,4.10644007,-2.48951364,-2.5,4.69484854,3.62385011,4.73915434,-2.5,-2.48951364,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
