tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.64999819,4.05862284,-2.5243268,-2.5,4.65359592,3.62385011,4.77123308,-2.5,-2.5243268,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,1,4.6506834,4.060462,-2.52427793,-2.5,4.65427303,3.62385011,4.77167988,-2.5,-2.52427793,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,2,4.65136814,4.06230164,-2.52422929,-2.5,4.65495014,3.62385011,4.77212715,-2.5,-2.52422929,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,3,4.65205288,4.0641408,-2.52418041,-2.5,4.65562677,3.62385011,4.77257395,-2.5,-2.52418065,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,4,4.65273762,4.06598043,-2.52413177,-2.5,4.65630388,3.62385011,4.77302122,-2.5,-2.52413177,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,5,4.65342236,4.06782007,-2.5240829,-2.5,4.65698051,3.62385011,4.77346849,-2.5,-2.52408314,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,6,4.65410709,4.06965923,-2.52403426,-2.5,4.65765762,3.62385011,4.77391529,-2.5,-2.52403426,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,7,4.65479183,4.07149887,-2.52398562,-2.5,4.65833426,3.62385011,4.77436209,-2.5,-2.52398562,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,8,4.65547705,4.07333803,-2.52393699,-2.5,4.65901136,3.62385011,4.77480936,-2.5,-2.52393699,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,9,4.65616179,4.07517767,-2.52388811,-2.5,4.659688,3.62385011,4.77525616,-2.5,-2.52388811,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,10,4.65684652,4.07701731,-2.52383947,-2.5,4.6603651,3.62385011,4.77570343,-2.5,-2.52383947,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,11,4.65753126,4.07885647,-2.52379084,-2.5,4.66104221,3.62385011,4.77615023,-2.5,-2.52379084,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,12,4.658216,4.08069611,-2.5237422,-2.5,4.66171885,3.62385011,4.7765975,-2.5,-2.5237422,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,13,4.65890074,4.08253574,-2.52369356,-2.5,4.66239595,3.62385011,4.7770443,-2.5,-2.52369356,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,14,4.65958595,4.08437538,-2.52364469,-2.5,4.66307306,3.62385011,4.77749157,-2.5,-2.52364469,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,15,4.66027069,4.08621454,-2.52359605,-2.5,4.66374969,3.62385011,4.77793837,-2.5,-2.52359605,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,16,4.66095543,4.08805418,-2.52354741,-2.5,4.6644268,3.62385011,4.77838564,-2.5,-2.52354741,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,17,4.66164017,4.08989382,-2.52349854,-2.5,4.66510344,3.62385011,4.77883244,-2.5,-2.52349854,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,18,4.66232491,4.09173298,-2.52345014,-2.5,4.66578054,3.62385011,4.77927971,-2.5,-2.52345014,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,19,4.66300964,4.09357262,-2.52340126,-2.5,4.66645765,3.62385011,4.77972651,-2.5,-2.5234015,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,20,4.66369438,4.09541225,-2.52335262,-2.5,4.66713428,3.62385011,4.78017378,-2.5,-2.52335262,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,21,4.66437912,4.09725142,-2.52330422,-2.5,4.66781139,3.62385011,4.78062105,-2.5,-2.52330422,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,22,4.66506433,4.09909105,-2.52325535,-2.5,4.6684885,3.62385011,4.78106737,-2.5,-2.52325535,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,23,4.6657486,4.10093069,-2.52320671,-2.5,4.66916513,3.62385011,4.78151464,-2.5,-2.52320671,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,24,4.66643381,4.10277033,-2.52315807,-2.5,4.66984224,3.62385011,4.78196192,-2.5,-2.52315831,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,25,4.66711855,4.10460949,-2.52310944,-2.5,4.67051935,3.62385011,4.78240871,-2.5,-2.52310967,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,26,4.66780329,4.10644913,-2.52306104,-2.5,4.67119598,3.62385011,4.78285599,-2.5,-2.52306104,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,27,4.66848803,4.10828876,-2.52301216,-2.5,4.67187262,3.62385011,4.78330278,-2.5,-2.52301216,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,28,4.66917276,4.1101284,-2.52296376,-2.5,4.67254972,3.62385011,4.78375006,-2.5,-2.52296352,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,29,4.6698575,4.11196804,-2.52291489,-2.5,4.67322683,3.62385011,4.78419685,-2.5,-2.52291489,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,30,4.67054224,4.11380768,-2.52286649,-2.5,4.67390347,3.62385011,4.78464413,-2.5,-2.52286625,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,31,4.67122698,4.11564684,-2.52281785,-2.5,4.67458057,3.62385011,4.78509092,-2.5,-2.52281785,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,32,4.67191172,4.11748648,-2.52276921,-2.5,4.67525768,3.62385011,4.7855382,-2.5,-2.52276921,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,33,4.67259598,4.11932564,-2.52272058,-2.5,4.67593431,3.62385011,4.78598499,-2.5,-2.52272081,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,34,4.67328119,4.12116575,-2.52267194,-2.5,4.67661142,3.62385011,4.78643179,-2.5,-2.52267194,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,35,4.67396641,4.12300539,-2.52262354,-2.5,4.67728853,3.62385011,4.78687906,-2.5,-2.52262354,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,36,4.67465067,4.12484503,-2.5225749,-2.5,4.67796564,3.62385011,4.78732634,-2.5,-2.5225749,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,37,4.67533541,4.12668419,-2.52252626,-2.5,4.67864227,3.62385011,4.78777361,-2.5,-2.52252626,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,38,4.67602015,4.12852383,-2.52247787,-2.5,4.67931938,3.62385011,4.78822041,-2.5,-2.52247787,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,39,4.67670488,4.13036346,-2.52242923,-2.5,4.67999601,3.62385011,4.7886672,-2.5,-2.52242923,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,40,4.67738962,4.1322031,-2.52238059,-2.5,4.68067312,3.62385011,4.78911448,-2.5,-2.52238059,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,41,4.67807436,4.13404274,-2.52233195,-2.5,4.68135023,3.62385011,4.78956127,-2.5,-2.52233195,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,42,4.6787591,4.1358819,-2.52228332,-2.5,4.68202686,3.62385011,4.79000854,-2.5,-2.52228355,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,43,4.67944384,4.13772202,-2.52223492,-2.5,4.68270397,3.62385011,4.79045534,-2.5,-2.52223492,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,44,4.68012857,4.13956165,-2.52218628,-2.5,4.68338108,3.62385011,4.79090261,-2.5,-2.52218652,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,45,4.68081331,4.14140129,-2.52213788,-2.5,4.68405819,3.62385011,4.79134941,-2.5,-2.52213788,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,46,4.68149805,4.14324093,-2.52208924,-2.5,4.68473482,3.62385011,4.79179668,-2.5,-2.52208924,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,47,4.68218279,4.14508009,-2.52204084,-2.5,4.68541193,3.62385011,4.79224396,-2.5,-2.52204084,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,48,4.68286753,4.14691973,-2.52199244,-2.5,4.68608856,3.62385011,4.79269075,-2.5,-2.52199244,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,49,4.68355227,4.14875984,-2.52194357,-2.5,4.68676567,3.62385011,4.79313803,-2.5,-2.52194357,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,50,4.684237,4.15059948,-2.52189517,-2.5,4.68744278,3.62385011,4.79358482,-2.5,-2.52189517,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,51,4.68492174,4.15243864,-2.52184677,-2.5,4.68811989,3.62385011,4.7940321,-2.5,-2.52184677,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,52,4.685606,4.15427828,-2.52179837,-2.5,4.688797,3.62385011,4.79447889,-2.5,-2.52179813,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,53,4.68629122,4.15611839,-2.52174973,-2.5,4.68947363,3.62385011,4.79492617,-2.5,-2.52174973,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,54,4.68697596,4.15795755,-2.52170134,-2.5,4.69015074,3.62385011,4.79537344,-2.5,-2.52170134,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,55,4.68766069,4.15979719,-2.5216527,-2.5,4.69082737,3.62385011,4.79582024,-2.5,-2.5216527,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,56,4.68834543,4.16163731,-2.52160406,-2.5,4.69150448,3.62385011,4.79626751,-2.5,-2.52160406,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,57,4.68903017,4.16347647,-2.52155566,-2.5,4.69218159,3.62385011,4.79671431,-2.5,-2.52155566,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,58,4.68971443,4.1653161,-2.52150726,-2.5,4.6928587,3.62385011,4.79716158,-2.5,-2.52150726,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,59,4.69039965,4.16715622,-2.52145886,-2.5,4.6935358,3.62385011,4.79760885,-2.5,-2.52145886,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,60,4.69108391,4.16899538,-2.52141023,-2.5,4.69421244,3.62385011,4.79805565,-2.5,-2.52141023,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,61,4.69176865,4.17083549,-2.52136207,-2.5,4.69488955,3.62385011,4.79850245,-2.5,-2.52136183,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,62,4.69245338,4.17267513,-2.52131343,-2.5,4.69556665,3.62385011,4.79894972,-2.5,-2.52131343,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,63,4.69313812,4.17451477,-2.52126503,-2.5,4.69624329,3.62385011,4.79939699,-2.5,-2.52126503,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,64,4.69382286,4.17635441,-2.52121663,-2.5,4.69692039,3.62385011,4.79984379,-2.5,-2.52121663,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,65,4.6945076,4.17819405,-2.52116823,-2.5,4.6975975,3.62385011,4.80029106,-2.5,-2.52116823,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,66,4.69519234,4.18003368,-2.52111959,-2.5,4.69827461,3.62385011,4.80073786,-2.5,-2.52111983,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,67,4.6958766,4.18187332,-2.5210712,-2.5,4.69895124,3.62385011,4.80118513,-2.5,-2.5210712,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,68,4.69656134,4.18371296,-2.5210228,-2.5,4.69962835,3.62385011,4.8016324,-2.5,-2.5210228,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,69,4.69724607,4.1855526,-2.52097416,-2.5,4.70030546,3.62385011,4.8020792,-2.5,-2.52097416,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,70,4.69793081,4.18739271,-2.520926,-2.5,4.70098257,3.62385011,4.80252647,-2.5,-2.520926,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,71,4.69861555,4.18923235,-2.5208776,-2.5,4.70165968,3.62385011,4.80297327,-2.5,-2.52087736,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,72,4.69930029,4.19107151,-2.5208292,-2.5,4.70233631,3.62385011,4.80342054,-2.5,-2.5208292,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,73,4.69998455,4.19291162,-2.52078056,-2.5,4.70301342,3.62385011,4.80386734,-2.5,-2.5207808,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,74,4.70066929,4.19475126,-2.5207324,-2.5,4.70369005,3.62385011,4.80431461,-2.5,-2.5207324,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,75,4.70135403,4.1965909,-2.520684,-2.5,4.70436716,3.62385011,4.80476189,-2.5,-2.520684,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
0.01,76,4.70203876,4.19843102,-2.5206356,-2.5,4.70504427,3.62385011,4.80520868,-2.5,-2.52063537,3.62385011,0,3.62385011,-2.5,-2.5,0,4,0
