tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,0,4.6579237,4.18127632,-2.59464192,-2.5,4.66007042,3.62385011,4.86578321,-2.5,-2.59464216,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,1,4.65836573,4.18200588,-2.59422421,-2.5,4.66051674,3.62385011,4.8656826,-2.5,-2.59422421,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,2,4.65880871,4.18273592,-2.59380579,-2.5,4.66096306,3.62385011,4.86558104,-2.5,-2.59380579,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,3,4.65925169,4.183465,-2.59338689,-2.5,4.66140985,3.62385011,4.86547804,-2.5,-2.59338689,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,4,4.65969515,4.18419456,-2.59296727,-2.5,4.6618576,3.62385011,4.86537457,-2.5,-2.59296727,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,5,4.66013861,4.18492317,-2.59254718,-2.5,4.66230536,3.62385011,4.86527014,-2.5,-2.59254718,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,6,4.66058254,4.18565321,-2.59212661,-2.5,4.66275311,3.62385011,4.86516523,-2.5,-2.59212661,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,7,4.66102695,4.18638134,-2.5917058,-2.5,4.66320181,3.62385011,4.86505938,-2.5,-2.5917058,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,8,4.66147184,4.18711138,-2.59128404,-2.5,4.66365099,3.62385011,4.86495256,-2.5,-2.59128404,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,9,4.66191673,4.18783998,-2.59086227,-2.5,4.66409969,3.62385011,4.86484575,-2.5,-2.59086227,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,10,4.66236258,4.18856907,-2.59043956,-2.5,4.66454983,3.62385011,4.86473751,-2.5,-2.59043956,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,11,4.66280746,4.18929672,-2.59001684,-2.5,4.66499901,3.62385011,4.86462831,-2.5,-2.59001684,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,12,4.66325474,4.19002819,-2.58959365,-2.5,4.6654501,3.62385011,4.8645196,-2.5,-2.58959365,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,13,4.66370106,4.1907568,-2.58916974,-2.5,4.66590118,3.62385011,4.86440897,-2.5,-2.58916974,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,14,4.66414833,4.19148588,-2.58874488,-2.5,4.66635275,3.62385011,4.86429739,-2.5,-2.58874488,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,15,4.6645956,4.1922164,-2.58832049,-2.5,4.66680431,3.62385011,4.86418629,-2.5,-2.58832049,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,16,4.66504383,4.19294691,-2.58789539,-2.5,4.66725683,3.62385011,4.86407375,-2.5,-2.58789539,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,17,4.66549301,4.19367838,-2.58746982,-2.5,4.6677103,3.62385011,4.86396122,-2.5,-2.58747005,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,18,4.66594124,4.19440746,-2.58704352,-2.5,4.6681633,3.62385011,4.86384678,-2.5,-2.58704352,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,19,4.6663909,4.19513893,-2.58661723,-2.5,4.66861725,3.62385011,4.86373281,-2.5,-2.58661723,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,20,4.66684055,4.19586849,-2.58618975,-2.5,4.6690712,3.62385011,4.86361647,-2.5,-2.58618975,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,21,4.66729069,4.19659948,-2.58576202,-2.5,4.6695261,3.62385011,4.86350012,-2.5,-2.58576202,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,22,4.66774035,4.19732809,-2.58533406,-2.5,4.66998053,3.62385011,4.86338234,-2.5,-2.58533406,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
0.01,23,4.66819191,4.19806099,-2.58490586,-2.5,4.67043686,3.62385011,4.86326504,-2.5,-2.58490586,3.62385011,0,3.62385011,-2.5,-2.5,1,13,0
