dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,converged
30,0,3.54433997e+13,-3.46208338e+13,220378.5,-7.39754849e+12,-236039184,-343244128,-2.34924246e+13,6.94085841e+13,-4.6837473e+12,-35701600,-26152636,-7.51338007e+13,1.48340191e+13,4.33166326e+12,3.19697422e+13,-0.00583008723,-1.64037018e+11,-8.40074967e+13,-8.76410368e+09,-1.48669538e+13,1
30,1,2359401,-2304597.75,0.0180260949,144699.516,4.61649323,6.71268845,-1563880.25,11778063,-311796.188,0.698278129,0.511514008,42943616,-20552224,17870.8457,-10874052,1.1403925e-10,-10994.543,20083960,171.412399,-10955907,1
30,2,-11753742,11481037,-0.096365951,-1921591.88,-61.2990189,-89.1403656,7790895,23522452,1553285.75,-9.2723608,-6.79230309,-94170976,58924124,-913194.625,30652934,-1.51442725e-09,54044.1406,109571256,-2275.91553,36273140,1
30,3,-5.88433884e+17,5.7478008e+17,-3.75333658e+09,1.15782371e+17,3.69302621e+12,5.37026468e+12,3.90050238e+17,-1.11853029e+18,7.77651933e+16,5.58590919e+11,4.09170412e+11,-2.80050285e+18,1.72405334e+18,2.32037584e+16,9.76717224e+16,91.249321,2.72994698e+15,5.57255136e+17,1.37108434e+14,8.93059147e+17,1
30,4,2554687.5,-2496064.25,-0.0119536817,-6010379,-191.682648,-278.728271,-1693391.25,-73880680,-337626.438,-28.9939404,-21.2389984,169466176,-153711088,2380848.5,72130224,-4.73684425e-09,-13742.9385,227938816,-7116.18408,-178169120,1
30,5,-8.46373978e+11,8.26749616e+11,-5655.88184,1.27537832e+11,4066923.25,5913945,5.61056973e+11,-5.70378473e+12,1.11859827e+11,615150.562,450605.625,-6.44458322e+12,5.56228621e+12,1.89651907e+10,-2.29409948e+12,0.000100513942,3.93134592e+09,1.09052785e+13,150974736,6.5469578e+12,1
30,6,-2.99210637e+11,2.92271489e+11,-2036.52637,3.98419108e+10,1270321.88,1847206.25,1.98349799e+11,5.9718017e+10,3.95457987e+10,192140.359,140746.891,1.53370978e+12,-9.30802434e+11,-2.69961073e+10,3.01368574e+11,3.13998353e-05,1.3900407e+09,-2.92570268e+11,47159592,-8.16175514e+11,1
30,7,1048068.25,-1023813.25,0.00995163992,401422.812,12.7975521,18.6095619,-694800.812,28504948,-138523.188,1.93570113,1.41791463,-20972164,14996936,6476.25,6072576.5,3.16365656e-10,-5002.7959,34344656,475.051544,20145258,1
30,8,908811072,-888085888,-10.8401899,-3.44282726e+09,-109744.867,-159569.078,-602424640,-7.98999511e+11,-120106096,-16599.498,-12159.7646,1.7797451e+11,4.54453363e+11,161809168,-1.08125887e+12,-2.71332942e-06,-4313149,1.5987367e+12,-4075022.5,1.08643805e+12,1
30,9,4.12388475e+10,-4.0281858e+10,239.719467,-1.42733691e+10,-454927.469,-661516,-2.73395651e+10,-2.54767383e+11,-5.45079091e+09,-68810.2656,-50404.5078,3.81861847e+10,-1.65195858e+11,-870075904,-4.25705308e+11,-1.12489961e-05,-191396864,-5.40553085e+11,-16886810,-2.80207229e+11,1
30,10,-13833706,13512626,-0.105298176,42211.6875,1.34496307,1.95943832,9171390,33036570,1828524.5,0.203243017,0.149137497,-103631496,41216284,-170963.688,84223576,3.32674444e-11,64420.9727,-47993980,50.0040894,-15481656,1
30,11,1.25170957e+09,-1.22275725e+09,14.5128994,957136896,30497.8477,44356.8906,-829846400,-6.69647749e+10,-165455728,4612.83398,3379.15918,1.69625938e+10,2.68389581e+10,-927419520,-5.57931151e+10,7.5432979e-07,-5949759.5,1.22817479e+11,1132054.38,6.81315656e+10,1
30,12,-2.24814301e+11,2.19597062e+11,-1489.75293,4.67661251e+10,1489965.38,2166642,1.49053325e+11,1.62855125e+12,2.97173709e+10,225366.672,165088.359,1.18457919e+12,-2.36931187e+11,4.3094359e+09,1.3282649e+12,3.68568872e-05,1.04799584e+09,-4.49316913e+12,55304156,3.70219876e+11,1
30,13,-1082871,1057813.75,-0.00675098691,315176.156,10.0402336,14.6001682,717977.625,-394693.812,143144.031,1.51865399,1.11246467,-30798580,8850802,70650.7734,-22599942,2.48393695e-10,4878.68457,37768120,372.672913,-3889337.75,1
30,14,949884,-927708,0.00496219099,-469590.812,-14.9636707,-21.7935867,-629785,-36482252,-125554.5,-2.26768637,-1.6628356,-288110240,27948610,-1134282.75,-22994272,-3.70089542e-10,-4615.61719,267822048,-555.018982,-178965568,1
30,15,-153587440,150023312,-1.01990807,34661792,1103.89746,1605.24084,101837736,-566848256,20303674,166.971893,122.308121,-380065280,389585024,-7977391,-1.03444448e+09,2.73173306e-08,709150.688,399319808,40970.4062,438988032,1
30,16,-445679200,435341984,-3.22253132,52493400,1671.56519,2430.67163,295519968,-2.88713984e+09,58918924,252.83403,185.207764,-2.27398912e+09,395206624,-11852226,-3.67590989e+09,4.13706083e-08,2064179,589629504,62039.6797,-1.38355456e+09,1
30,17,-1.35353399e+13,1.32213344e+13,-92969.8125,2.64017438e+12,84061912,122236272,8.97517932e+12,-1.94952888e+12,1.78941198e+12,12714914,9313968,-1.13425389e+13,-2.63755923e+12,5.41896245e+11,3.07195937e+12,0.00208074972,6.26645402e+10,6.77934751e+13,3.11976576e+09,-1.93353702e+13,1
30,18,-1572161,1535343.25,-0.0102300169,428147.812,13.6302357,19.8201427,1042507.25,19633646,207838.203,2.06165004,1.51020944,28904240,8149079.5,-39402.2266,-27037722,3.37427891e-10,7403.72852,-13646504,505.789764,40631380,1
30,19,-982356.062,959377.125,-0.00784314703,-7870.75,-0.250553131,-0.365177155,651426.062,4512222.5,129875.93,-0.037910223,-0.0277173519,85093960,-29392956,-112917.453,-11199930,-6.20303808e-12,4542.05713,-8263838,-9.33410645,12027107,1
30,20,4708171,-4598900,0.029220378,-1623090.75,-51.6578903,-75.1177292,-3122171.5,35471320,-622481.125,-7.81352329,-5.72360516,82614232,-9502906,-310927.062,15213083,-1.27917521e-09,-22002.4023,7665587,-1917.06531,52172440,1
30,21,1.96362147e+14,-1.91809129e+14,1279587.75,-5.72249615e+13,-1.82105165e+09,-2.64797056e+09,-1.30219986e+14,1.94902915e+14,-2.59625048e+13,-275439872,-201771600,7.11544816e+14,6.01005847e+14,4.45357448e+13,-2.00280616e+14,-0.0450996049,-9.09244629e+11,-1.63454241e+15,-6.75773481e+10,1.75053109e+15,1
